ID	PRISM_7122	PRISM_7147	PRISM_7150	PRISM_7153	PRISM_7184	PRISM_7238	PRISM_7406	PRISM_7408	PRISM_7421	PRISM_7445	PRISM_7486	PRISM_7547	PRISM_7658	PRISM_7662	PRISM_7744	PRISM_7759	PRISM_7791	PRISM_7843	PRISM_7847	PRISM_7855	PRISM_7858	PRISM_7860	PRISM_7861	PRISM_7862	PRISM_7870	PRISM_7874	PRISM_7875	PRISM_7879	PRISM_7899	PRISM_7904	PRISM_7906	PRISM_7908	PRISM_7909	PRISM_7910	PRISM_7911	PRISM_7912	PRISM_7938	PRISM_7941	PRISM_7947	PRISM_7948	PRISM_7955	PRISM_7971	PRISM_7989	PRISM_8095	PRISM_8226	PRISM_8244	PRISM_8264	PRISM_8283	PRISM_8332	PRISM_8336	PRISM_8361	PRISM_8374	PRISM_8377	PRISM_8406	PRISM_8452	PRISM_8462	PRISM_8466	PRISM_8467	PRISM_8475	PRISM_8483	PRISM_8485	PRISM_8496	PRISM_8523	PRISM_8534	PRISM_8537	PRISM_8550	PRISM_8564	PRISM_8565	PRISM_8573	PRISM_8577	PRISM_8589	PRISM_8591	PRISM_8592	PRISM_8624	PRISM_8629	PRISM_8675	PRISM_8683	PRISM_8746	PRISM_8749	PRISM_8753	PRISM_8754	PRISM_8758	PRISM_8764	PRISM_8765	PRISM_8774	PRISM_8776	PRISM_8783	PRISM_8784	PRISM_8788	PRISM_8789	PRISM_8794	PRISM_8800	PRISM_8802	PRISM_8806	PRISM_8807	PRISM_8841	PRISM_8843	PRISM_8847	PRISM_8878	PRISM_8892	PRISM_9126	PRISM_9148
Cluster_1007	0	4.76492	65.8295	0	372.457	59.2779	1821.04	42.9125	23.1038	0	5.37183	0	7.47456	0	0	144.318	153.565	1728.32	9.27929	0	0	0	146.36	0	42.3994	9.51816	2645.76	0	0	151.884	0	12.0859	0	0	1207.87	0	0	0	861.109	32.2624	0	0	0	46.1481	45.1039	26.5306	0	0	2.53231	0	40.4721	0	9.83224	66.2228	0	0	5.11839	225.742	1003.05	1118.22	0	0	0	0	885.963	0	1268.93	0	0	0	211.585	1139.29	8.0855	673.871	0	1431.95	0	0	1711.74	382.573	0	45.6381	0	0	55.513	0	696.101	2.35788	2.39874	0	31.1948	15.9126	0	0	0	1208.7	800.221	0	327.881	1020.67	283.663	1556.49
Cluster_1008	57.7825	7.97864	0	22.6856	0	297.775	217.383	893.615	56.3715	1657.32	5.39693	164.828	3.75475	0	0	256.526	257.137	1389.12	18.6453	0	0	123.485	50.0576	0	532.469	0	0	0	0	7.09739	0	0	0	0	871.499	0	225.302	1369.75	865.133	21.6088	0	0	314.775	1020	1314.13	63.971	0	57.9582	1.27207	0	40.6612	477.509	1032.27	8.01593	0	74.2445	0	120.958	38.759	117.57	717.222	252.04	1007.49	0	1338.61	0	919.087	0	0	0	141.716	1235.85	0	537.907	0	212.107	0	0	1414.16	50.3475	5.36665	1640.07	0	0	14.5493	0	127.675	2.3689	0	0	3.91757	3.47542	1095.17	0	1545.26	140.117	236.459	230.023	71.6115	271.441	51.816	144.793
Cluster_1009	0	1598.92	1366.83	1686.29	0	238.22	1.80251	211.646	1462.34	48.389	2261.32	0	2023.81	1855.28	1866.59	1594.92	874.267	0	1696.72	1576.27	1498.85	1559.56	1914.7	1708.79	1348.92	2361.97	0	1451.14	2229.55	2519.57	1894.81	2218.01	2065.6	1932.8	623.223	2755.09	1273.45	3.88583	0	2566.05	2085.26	6230.92	5.1183	46.3638	22.6573	1641.92	2294.99	1713.63	2051.85	2030.67	1982.23	0	9.87819	2019.21	0	148.489	1923.22	1950.45	1162.77	6.53168	0	0	143.927	10.9166	0	0	14.824	1278.92	1495.34	2007.24	1795.07	8.29427	2229.84	18.5485	1798.88	0	2551.03	894.028	7.10635	1570.6	1427.53	0	2243.36	2062.21	1779.87	2343.35	478.305	2230.32	1911.09	2093.65	1686.03	1777.33	20.2808	247.357	0	616.213	0	2.25513	1317.65	0	2020.83	0
Cluster_101	35.1291	2152.72	1728.96	2215.88	0	398.274	1.75335	300.232	2052.25	0	2058.88	0	2202.82	2679.83	2081.39	1518.88	1657.07	0	2187.75	1958.64	1996.03	1757.26	1980.03	2065.96	1260.34	2598.7	179.557	1817.39	2284.16	2522.05	2768.74	2251.52	1985.9	2023.34	731.599	2402.58	1584.13	2.36241	262.981	2338.42	2159.1	0	7.77923	28.1871	6.88731	1986.71	0	2412.49	2182.42	1234.56	2270.55	6.048	3.00274	2173.01	0	90.2745	2350.97	1948.73	918.985	7.94193	261.623	0	0	3.3184	8.3898	0	0	777.526	1657.77	2454.33	1493.39	5.04254	2177.92	0	2187.27	5.60659	2602.44	0	8.64067	1757.41	2120.74	6.43282	2596.27	1934.32	1994.62	2509.45	637.184	2032.82	2127.38	2111.06	1962.82	2094.3	6.16491	300.764	1.39247	695.217	21.5634	8.22609	1741.46	0	1795.6	0
Cluster_1010	0	1780.83	2645.48	0	0	0	0	333.146	1840.36	24.1945	0	82.4141	1607.03	0	0	1505.69	0	0	0	1382.7	0	1605.3	1044.95	0	958.444	0	0	1393.1	520.964	0	0	1426.73	0	1683.06	678.958	0	0	3.88583	0	0	1727.72	0	0	0	0	1311.41	0	30.911	3.81621	0	0	0	4.93909	1785.15	0	0	1223.87	1421.26	0	0	0	0	0	0	0	0	14.824	0	967.572	0	1251.82	16.5885	0	9.27425	0	0	2063.53	1788.06	0	1.22799	1733.43	0	513.541	0	1738.64	0	583.112	0	1708.65	0	0	1853.09	0	0	0	48.2123	0	0	1518.16	0	0	0
Cluster_1011	1040.08	3.19145	0	37.8093	1496.79	813.917	0	721.163	66.3194	1197.63	0	1153.8	7.50949	0	0	189.606	308.565	0	0	0	0	123.485	0	0	141.992	0	0	0	0	0	0	0	0	0	0	0	249.792	1311.47	0	75.6308	0	0	1550.84	904.094	2027.83	58.6401	0	0	1.27207	4061.35	32.529	1636.46	706.29	10.4207	0	0	0	347.755	0	973.22	573.777	126.02	719.633	1779.41	1311	0	756.023	852.615	0	0	0	978.724	0	751.214	0	119.887	0	0	0	362.257	0	1389.65	0	0	16.9742	5.64663	0	0	0	0	23.9951	4.1705	1156.01	0	1381.88	771.397	768.491	1353.08	0	1568.33	0	0
Cluster_1012	1502.34	20.7445	88.1828	49.1521	748.394	1469.02	2010.89	2022.39	96.1631	2189.6	26.9847	988.969	3.75475	0	0	479.591	411.42	347.28	46.6133	55.3078	0	283.557	200.231	0	589.266	19.1253	3544.16	0	8.8299	95.8148	0	8.09494	0	0	1345.25	0	342.851	1960.4	2054.69	118.848	0	3115.46	2316.03	1344.55	2367.69	90.6257	0	115.916	2.54414	0	63.0249	1805.58	2123.81	82.5641	1752.41	371.222	41.1385	272.156	387.59	2312.21	2725.44	1587.85	1871.05	2532.65	2332.21	0	1749.23	852.615	175.922	0	0	1965.74	8.12328	2049.61	0	1991.96	0	0	2380.63	478.916	10.7333	2183.23	0	14.7301	70.3217	5.64663	1396.8	5.92224	9.6398	0	24.4848	26.4132	2504.68	247.357	2238.49	1550.33	1773.44	2293.46	515.603	2171.53	233.172	1911.27
Cluster_1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297.313	0	0	5.64663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036.32	0
Cluster_1014	0	4.78718	0	7.56185	0	0	1474.82	15.6775	63.0034	0	0	0	15.019	0	0	156.146	102.855	520.919	0	0	0	0	37.5432	0	0	0	0	0	0	21.2922	0	0	0	0	0	0	0	464.356	1081.42	16.2066	0	0	0	0	0	26.6546	0	0	0	0	34.562	0	1476.79	0	0	296.978	20.5692	90.7186	0	0	286.889	1512.24	287.853	0	0	0	0	0	87.9611	0	0	1633.97	4.06164	0	0	765.431	0	0	1371.52	1.22799	5.36665	3.52703	54.057	0	0	0	0	0	0	0	0.489697	0	20.2808	123.679	57.2603	1.50663	614.793	4.51025	0	0	0	897.718
Cluster_1015	2773.56	4.78718	88.1828	45.3711	1122.59	1568.28	2151.48	1842.1	129.323	1947.66	43.1755	247.242	7.50949	0	0	479.591	411.42	1562.76	37.2906	55.3078	0	260.69	190.845	9.68152	795.154	0	886.04	0	8.8299	95.8148	0	12.1424	0	0	1350.32	0	377.136	2094.46	1622.12	97.2396	0	0	2500.29	2457.28	2548.95	58.6401	0	79.2096	1.27207	2030.67	103.686	2417.39	2365.83	88.9769	3504.81	668.2	46.2808	257.036	697.662	1267.15	2438.55	1991.11	1295.34	2216.07	2118.31	1556.74	1838.17	0	175.922	0	118.097	2164.8	16.2466	1938.32	0	2434.62	0	0	2025.31	546.455	0	2176.18	0	14.7301	31.5235	14.1166	1423.48	2.3689	0	0	24.4848	20.8525	2565.53	0	2285.07	1413.22	1844.38	2345.33	572.892	1719.13	129.54	1505.85
Cluster_1016	1915.77	9.61931	110.746	72.1749	0	1595.59	1410.03	1169.52	59.9677	1482.79	56.9339	1159.21	11.3171	0	0	448.226	206.676	697.82	0	13.8919	0	188.394	172.881	0	570.633	0	593.466	0	8.87135	57.0457	0	0	0	0	923.952	0	314.936	1475.74	869.194	54.2756	0	0	1470.71	1444.03	1525.17	37.4916	0	95.1095	1.27804	0	73.5338	1659.14	1503.57	81.341	0	745.93	0	75.9538	700.937	1535.59	144.118	1443.37	2313.64	1376.47	1608.32	0	1280.85	0	353.496	0	47.4604	1491.64	0	1388.35	0	1417.6	0	0	1784.93	352.854	21.5674	1435.15	27.1554	88.7953	19.4902	0	974.502	2.38002	0	0	21.6478	16.7603	1507.83	0	1496.52	988.451	1199.72	1604.13	302.18	1848.4	156.178	1512.92
Cluster_1017	0	2193.2	1506.15	2260.21	0	339.062	0	425.279	2058.89	12.1541	2496.96	0	2086.12	2829.04	2161.99	1344.68	1136.72	523.365	2144.91	2458.86	2438.09	1746.09	2090.29	2378.24	1676.24	2997.55	0	1982.82	2550.51	2741.76	2337.88	2563.91	2670.54	2116.43	893.408	2945.56	2007.72	0	0	2127.6	2492.84	0	0	0	11.3819	1912.07	768.59	2651.42	2379.71	0	2759.56	9.99482	4.96228	2255	0	0	2454.06	1701.36	1401.87	0	0	0	144.602	16.4518	6.93242	0	0	2141.54	1060.49	2719.09	1518.73	0	2803.45	0	0	0	3037.7	1796.45	14.2794	1658.17	2302.32	0	2688.38	2116.29	2168.28	2649.36	666.261	2176.53	2401.89	2565.22	2239.07	2335.27	0	0	0	752.313	71.2707	4.53143	1726.74	0	1691.93	29.0946
Cluster_1018	0	0	0	18.9934	751.908	877.573	1461.82	1358.53	46.6415	0	0	331.204	7.54475	0	6.0987	168.085	103.338	1221.18	0	27.7838	0	45.9497	157.165	0	0	19.2151	593.466	0	0	53.4803	0	0	0	0	962.131	0	329.698	1667.04	977.843	32.5654	0	0	1627.55	1024.79	1661.75	32.1357	384.295	83.4635	0	0	71.4912	1924	1578.01	69.2607	0	745.93	5.16645	30.3815	194.705	1259.97	0	1367.4	1156.82	1573.89	1233.97	0	1340.42	428.309	353.496	0	142.381	1641.64	8.16142	559.068	0	1306.41	0	0	1777.79	391.1	5.39184	1871.01	0	29.5984	46.2891	0	578.192	2.38002	0	0	21.1558	16.062	1558.77	372.778	1655.3	989.965	724.585	0	503.634	60.6034	78.0889	1512.92
Cluster_1019	0	1767.03	2470.16	1667.85	0	460.895	0	360.027	1958.14	36.6342	2015.7	0	1781.38	239.079	1973.05	1508.64	51.9126	525.834	1769.19	1814.46	1747.14	1491.18	1152.71	1348.65	0	0	0	0	601.641	0	1946.24	0	0	1715.38	667.462	0	1750.21	3.92249	109.162	2094.02	1768.24	0	7.74987	23.4006	22.8711	1635.89	0	29.2525	2054.51	2049.83	2323.14	0	9.97138	0	3537.87	74.9449	1266.56	1358.35	1095.49	6.5933	0	25.4417	0	0	6.96512	0	0	0	887.909	45.5319	1621.27	0	1279.19	0	0	0	15.1674	0	14.3468	1463.94	1598.1	0	381.969	1754.54	1958.21	786.586	592.461	1916.58	1680.99	3041.23	1851.71	1812.34	0	124.846	1.54135	47.1463	23.869	0	1503.57	0	1490.69	0
Cluster_102	0	3.91388	27.036	4.63678	458.901	584.287	1499.85	1228.07	60.9987	0	11.5825	252.674	18.4187	371.139	44.6656	136.78	409.946	532.363	114.329	135.655	503.296	67.3052	316.536	41.5556	65.2999	123.136	1539.36	302.537	43.3146	91.3916	101.917	62.0457	255.281	39.9491	1070.33	44.3274	273.299	1704.83	1724.07	172.251	77.9838	0	1445.25	1634.69	416.791	134.021	0	123.201	27.3003	0	58.5918	1906.25	1365.88	57.508	0	728.404	0	18.5423	760.52	1718.19	791.615	1298.18	88.253	1690.2	1391.99	954.56	790.811	261.403	2049.57	0	753.112	1510.51	7.47156	648.294	2206.07	1447.63	27.6404	0	1629.69	379.501	121.757	64.8812	911.534	216.772	144.229	96.9473	555.025	27.5987	131.518	219.183	22.8207	14.4912	1747.23	75.8374	1687.66	1078.12	840.953	1.3828	597.186	110.962	508.361	1331.77
Cluster_1020	0	0	0	23.0081	0	120.803	1626.32	1371.41	0	0	0	83.5858	0	0	0	0	312.952	0	56.7312	56.0942	307.651	55.6623	12.6923	0	129.61	0	748.865	29.4355	0	115.173	33.7149	0	32.4801	0	41.1112	0	357.661	1783.34	219.358	38.3531	0	0	1726.03	1363.67	942.158	0	0	76.4169	3.87047	0	35.0534	211.881	2028.77	38.2106	0	451.801	10.4308	0	589.651	377.599	0	1354.8	1751.68	0	615.835	0	1082.5	864.737	267.635	45.7477	47.9103	1379.6	0	554.961	0	0	27.0921	0	7.20738	333.78	16.3289	0	82.2383	0	9.83745	8.59037	286.038	6.00644	0	0	2.97995	1.40993	0	0	1869.22	875.576	1474.9	0	275.993	0	0	0
Cluster_1021	0	6.47366	0	11.5041	0	0	0	0	3.36312	0	0	0	11.4244	0	3.07826	0	0	0	0	0	0	13.9156	6.34617	9.81917	0	0	0	0	4.47772	0	33.7149	8.21003	0	5.50641	2.56945	32.5861	9.93503	0	0	0	542.721	0	0	0	0	0	0	21.5535	3.87047	0	2.06197	0	0	5.69093	0	75.3001	10.4308	0	0	0	0	0	0	0	0	0	0	0	0	0	47.9103	0	4.11939	0	0	0	13.5461	0	0	2.4909	5.44295	0	274.128	14.9395	7.37809	827.539	1.93269	9.61031	12.2211	0	8.93986	14.8043	0	0	0	1.52806	0	0	0	0	0	0
Cluster_1022	1884.26	14.6351	67.3969	11.5588	762.65	1193.56	1386.09	1214.18	37.1705	1491.65	41.248	167.968	0	0	0	272.778	314.442	884.736	38.0009	0	0	223.71	137.092	0	759.656	0	1655.35	0	0	104.872	0	8.24913	0	0	929.406	0	204.638	1587.9	1102.01	110.102	0	0	1330.03	1370.16	1246.8	119.514	0	80.7183	2.5926	0	78.7279	1657.5	1545.18	71.8838	5357.35	529.611	52.4026	123.262	552.962	2422.82	877.06	1720.83	1466.68	1824.43	1490.67	0	1268.93	1303.28	0	0	216.623	1149.51	0	1786.22	0	1898.34	0	1822.11	1455.58	392.933	0	1527.54	27.5433	15.0106	56.8347	5.75419	969.005	2.41402	0	0	19.961	24.7913	1498.37	0	1563.03	1040.95	1481.92	1624.74	423.258	1598.2	52.803	2183.76
Cluster_1023	0	1558.74	0	1544.68	383.149	0	0.369127	0	0	0	0	84.3857	7.68915	0	0	11.4201	0	0	9.54569	1613.98	18.2703	0	0	0	0	0	0	0	0	0	0	0	0	0	536.965	0	0	1.9894	110.729	0	0	0	0	0	0	1506.53	0	0	0	0	0	0	0	0.82077	0	0	842.453	0	0	6.68794	293.752	0	0	0	0	0	0	0	540.392	0	0	0	4.15881	0	0	0	6.83785	915.416	0	0	0	0	83.0253	30.1649	0	8.67258	573.648	0	0	1411.73	0	0	0	0	0	0	12.1058	0	14.6649	0	0	29.6514
Cluster_1024	0	1838.14	1580.12	1974.4	0	386.205	0	325.063	1874.21	24.7733	1842.94	84.3857	1945.35	2061.34	2010.69	1747.28	1263.79	177.794	1937.77	1982.08	1845.3	1573.46	1781.12	1833.93	1010.45	2340.15	0	1575.01	2436.59	2547.15	2144.36	1985.12	1901.88	1959.59	687.419	2220.61	1755.27	3.97879	0	2184.92	2132.69	0	0	0	0	1626.62	783.3	2298.62	2108.75	0	2316.93	0	0	1926.35	0	0	1963.97	1919.7	1150.9	6.68794	0	51.6139	0	0	0	1593.98	0	1309.52	1441.05	1893.61	1209.22	0	1942.16	0	1841.91	0	2403.5	1830.83	0	1598.11	1681.48	3.61141	1522.13	1930.55	1812.51	2249.09	472.187	1895.58	1828.49	2300.59	1901.85	1900.27	0	379.913	0	661.809	48.4232	4.61816	1789.12	0	1432.5	0
Cluster_1026	59.4493	2007.87	1746.49	1785.51	0	102.121	0.741804	314.529	1647.81	0	2254.36	339.166	2105.37	2748.13	2148.39	1560.6	1957.71	0	2129.33	1977.39	1982.68	1661.02	2037.53	2156.51	1424.35	2636.71	0	2627.69	2171.22	2639.72	2000.77	2125.84	1828.65	2063.97	729.822	2851.09	1829.22	1.99896	0	2423.3	2463.89	0	0	0	0	1820.92	0	2385.2	2003.72	0	2388.73	0	0	2183.02	3605.91	0	1973.41	1260.03	1076.68	0	0	51.862	0	0	0	0	0	4386.05	2262.46	2204.36	2065.56	8.53353	2206.41	0	1850.77	0	2811.84	0	21.934	1655.07	1860.73	7.25754	2057.8	1560.96	2138.07	2675.28	594.051	2115.52	2261.27	1838.82	2048.04	2110.36	20.8659	127.246	0	801.399	24.328	0	1561.96	0	1146.18	0
