ID	PRISM_7122	PRISM_7147	PRISM_7150	PRISM_7153	PRISM_7184	PRISM_7238	PRISM_7406	PRISM_7408	PRISM_7421	PRISM_7445	PRISM_7486	PRISM_7547	PRISM_7658	PRISM_7662	PRISM_7744	PRISM_7759	PRISM_7791	PRISM_7843	PRISM_7847	PRISM_7855	PRISM_7858	PRISM_7860	PRISM_7861	PRISM_7862	PRISM_7870	PRISM_7874	PRISM_7875	PRISM_7879	PRISM_7899	PRISM_7904	PRISM_7906	PRISM_7908	PRISM_7909	PRISM_7910	PRISM_7911	PRISM_7912	PRISM_7938	PRISM_7941	PRISM_7947	PRISM_7948	PRISM_7955	PRISM_7971	PRISM_7989	PRISM_8095	PRISM_8226	PRISM_8244	PRISM_8264	PRISM_8283	PRISM_8332	PRISM_8336	PRISM_8361	PRISM_8374	PRISM_8377	PRISM_8406	PRISM_8452	PRISM_8462	PRISM_8466	PRISM_8467	PRISM_8475	PRISM_8483	PRISM_8485	PRISM_8496	PRISM_8523	PRISM_8534	PRISM_8537	PRISM_8550	PRISM_8564	PRISM_8565	PRISM_8573	PRISM_8577	PRISM_8589	PRISM_8591	PRISM_8592	PRISM_8624	PRISM_8629	PRISM_8675	PRISM_8683	PRISM_8746	PRISM_8749	PRISM_8753	PRISM_8754	PRISM_8758	PRISM_8764	PRISM_8765	PRISM_8774	PRISM_8776	PRISM_8783	PRISM_8784	PRISM_8788	PRISM_8789	PRISM_8794	PRISM_8800	PRISM_8802	PRISM_8806	PRISM_8807	PRISM_8841	PRISM_8843	PRISM_8847	PRISM_8878	PRISM_8892	PRISM_9126	PRISM_9148
PRISM_7122_03875	197	16	2	15	87	0	0	80	92	0	33	0	1	90	469	861	89	0	32	0	348	0	0	93	0	0	0	22	1	0	7	18	0	131	0	13	127	0	0	0	41	0	0	0	0	83	0	33	5	0	19	0	1	681	0	1	24	190	2	2	4	35	1	0	0	0	0	2	0	3	0	0	77	0	0	0	490	0	2	5	225	2	8	7	365	20	2	9	231	6	492	0	0	2	2781	9	0	2	0	0	56	122
PRISM_7122_38863	16	3	2	8	2	34	905	62	12	38	5	6	0	0	0	17	4	0	0	0	0	4	25	0	32	0	7	0	0	19	0	6	0	0	196	0	2	185	7	8	0	0	52	23	76	4	0	22	0	0	9	25	118	48	0	2	0	0	2	104	2	10	2	80	20	0	77	0	2	0	2	115	0	75	0	86	0	0	115	98	1	139	0	0	16	0	339	0	0	0	14	14	18	3	231	409	61	479	16	5	0	18
PRISM_7147_05905	0	1934	2	11	0	0	0	16	129	1	18	0	84	83	96	1	6	0	30	12	3	37	103	441	10	87	0	4	141	157	60	64	3	13	6	15	31	0	2	129	113	0	2	0	0	8	0	478	592	0	333	0	0	42	0	0	45	1	42	0	0	0	0	0	0	0	0	0	0	37	9	0	205	0	0	0	368	0	0	438	15	0	6	17	23	61	395	24	500	3	46	36	0	0	0	20	0	2	1	0	20	0
PRISM_7147_105078	0	2304	132	506	0	8	3	123	718	1	952	1	646	240	654	142	19	0	237	155	145	487	786	687	243	339	1	79	651	797	153	1131	148	1053	314	397	321	1	3	483	1080	0	2	0	0	468	4	1474	2187	6	1294	1	0	2781	0	2	429	146	49	2	1	1	4	0	0	0	3	0	20	142	97	0	599	0	1	0	2157	1	1	88	416	0	83	171	670	752	531	2127	991	38	4644	2582	0	2	4	634	6	3	150	0	95	0
PRISM_7147_276043	0	2611	126	944	4	32	2	183	1108	3	1740	5	1037	352	1425	2	55	3	427	313	218	99	763	893	347	55	1	170	1169	358	78	1806	268	1460	537	106	663	4	2	862	1240	0	3	0	4	748	3	38	3773	1	2236	1	1	3362	2	3	1036	271	70	3	0	0	0	3	0	3	2	6	44	2	169	3	997	3	0	0	27	1	0	2742	749	2	2	282	1903	10	729	3801	1834	84	8533	6289	0	2	0	71	11	3	205	0	252	0
PRISM_7147_316430	0	2809	256	1028	0	36	0	153	1383	2	1649	1	1090	0	1	367	1	0	465	318	0	676	768	670	303	0	0	159	309	0	111	1783	299	1617	604	0	6	0	2	0	1921	0	2	0	0	785	4	2	1	1	1	0	0	3902	5	2	666	240	0	2	0	2	4	1	0	0	0	3	22	4	156	0	0	1	4	0	16	1	1	2829	743	0	6	2	1834	2	666	1	0	81	9134	6947	2	2	1	78	1	1	237	0	150	0
PRISM_7147_348058	1	5554	273	2354	6	54	4	293	2542	5	3404	6	2415	765	2918	605	84	1	858	647	551	1656	2723	1883	760	1196	5	293	2301	2900	545	4626	619	3291	1255	1324	1516	8	3	1823	4086	0	8	0	6	1433	10	5103	7779	4	4817	2	3	11297	0	0	1931	500	137	12	6	2	0	0	0	2	1	14	61	413	338	3	2313	2	2	0	6564	5	9	5333	1515	2	366	636	3224	3927	1257	7033	3987	169	17576	12183	1	8	9	1989	8	8	468	0	295	1
PRISM_7147_69875	0	3022	160	1300	0	16	5	139	1244	4	1781	7	1165	456	1476	323	55	2	500	336	243	886	1491	918	447	484	0	170	1208	1584	245	2559	273	1903	515	697	816	2	2	910	1872	0	3	1	0	653	9	2500	3618	0	2513	0	5	5726	2	0	921	192	73	0	4	0	2	2	0	0	2	6	71	203	218	0	1137	2	1	0	3605	0	4	2599	777	0	153	266	1332	935	726	3459	2077	106	8111	6501	1	5	6	1224	19	8	270	0	167	1
PRISM_7147_92171	0	4366	278	1682	3	46	0	279	2135	12	2130	0	306	39	2223	450	0	0	708	560	398	1137	1315	1137	577	0	2	175	0	0	403	2767	388	2348	904	2	1207	2	6	0	2466	0	4	1	2	1048	2	31	4533	1	0	0	0	5	3	2	253	353	94	5	0	0	0	4	0	2	0	1	50	5	237	1	1129	0	1	1	24	1	8	4220	1244	0	53	433	2771	1343	1215	5806	3087	139	13497	8909	7	3	0	94	15	5	348	0	219	0
PRISM_7150_111763	1	1144	67	492	2	10	1	61	503	2	659	0	464	167	691	117	9	0	196	147	118	374	614	391	176	263	0	60	558	575	116	1058	120	678	324	284	357	0	1	373	863	0	2	2	0	338	4	1103	1702	0	1033	0	1	2259	2	2	360	102	31	1	0	0	0	2	2	1	1	4	26	119	73	2	559	0	0	2	1425	2	1	1226	375	0	77	164	801	851	304	1586	903	35	3680	2550	0	3	0	437	1	0	83	0	67	0
PRISM_7150_129752	0	569	55	351	0	9	0	46	308	0	415	1	274	103	364	63	7	0	114	64	45	194	333	224	106	150	0	33	245	332	64	573	67	422	150	151	183	0	0	241	448	2	0	0	0	159	2	606	958	2	542	0	0	1306	0	0	215	57	10	0	1	0	0	0	1	0	0	0	5	40	42	1	318	2	2	0	806	0	0	717	218	0	46	53	424	488	162	875	448	20	2121	1579	0	1	1	196	6	0	62	0	24	2
PRISM_7150_129757	0	3104	196	1375	1	42	6	192	1469	4	1845	5	1390	493	1754	378	64	3	497	313	276	975	1514	1100	489	633	2	172	1353	1664	314	2616	322	1883	679	829	830	2	0	1077	2163	2	4	0	2	794	2	3104	4568	1	2834	0	2	6212	0	0	1002	300	93	2	7	0	3	0	1	4	2	2	47	265	178	0	1329	1	4	4	3899	7	9	3125	914	0	164	372	2025	2252	932	4412	2362	65	10293	7169	7	0	5	1148	17	6	256	0	155	0
PRISM_7150_232744	0	0	27	0	0	0	0	0	68	0	0	0	59	0	91	24	0	0	0	10	17	31	30	0	18	0	0	6	12	0	10	0	0	75	0	0	1	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	140	0	0	20	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	33	0	0	0	0	0	0	132	28	0	0	0	103	0	0	213	64	6	462	296	0	1	1	2	0	1	15	0	6	0
PRISM_7150_245514	2	1312	91	509	0	13	1	82	561	0	816	1	545	185	667	155	26	1	258	162	133	389	639	454	191	295	1	81	566	635	152	1194	125	816	267	350	312	1	1	407	899	0	3	2	0	413	2	1223	1858	1	1166	1	1	2682	0	1	407	100	30	0	4	0	0	2	0	0	0	2	18	110	97	0	482	1	1	0	1780	3	5	1368	408	0	78	152	871	971	338	1788	975	29	4034	3173	3	3	3	496	3	1	111	0	58	0
PRISM_7150_312918	0	0	12	73	0	4	0	3	38	0	86	0	0	2	112	21	9	0	21	24	17	62	94	0	12	0	0	6	1	4	3	30	19	95	32	17	56	0	0	0	8	0	0	0	0	52	0	148	313	0	304	0	0	80	0	0	35	9	2	0	0	0	0	0	0	0	0	0	2	4	9	0	54	0	0	0	189	0	0	41	54	0	2	1	101	2	40	39	93	0	599	220	0	0	2	6	3	0	0	0	5	0
PRISM_7150_318835	0	1058	50	229	1	2	0	1	0	0	346	0	0	16	611	0	1	0	86	0	53	0	0	166	0	0	0	0	0	31	21	40	0	303	124	0	184	0	1	0	0	0	0	2	0	162	0	1	0	0	1	0	0	0	0	0	129	67	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	604	0	0	0	0	384	257	0	834	2	0	1941	1410	1	0	0	0	0	0	55	0	0	0
PRISM_7150_52451	0	849	44	100	0	3	0	35	467	0	369	0	162	3	302	77	0	0	126	49	46	75	167	217	95	0	0	37	53	0	14	128	35	244	132	0	175	0	0	0	214	0	0	0	0	159	0	1	334	0	0	0	0	1038	1	0	56	33	7	1	0	0	0	0	0	0	0	0	8	0	40	0	131	0	0	0	3	0	2	657	129	0	5	26	262	20	251	534	233	11	1529	811	2	0	0	16	0	0	34	0	47	0
PRISM_7150_67355	0	838	63	385	0	12	2	54	395	6	492	3	322	95	400	109	13	0	152	103	53	220	341	269	105	147	0	56	307	397	90	673	79	443	154	177	203	1	0	282	588	0	2	0	0	207	1	768	1148	0	632	0	1	1730	1	0	262	76	18	0	0	0	0	0	1	0	0	4	18	51	31	0	285	1	2	1	878	0	2	751	211	0	40	79	491	569	184	1060	544	21	2544	1787	0	1	0	247	4	1	79	0	35	0
PRISM_7153_140297	0	286	18	106	0	7	0	9	109	31	89	60	64	24	104	54	1	0	28	38	17	50	93	66	29	39	15	17	90	96	136	136	18	107	65	81	59	25	1	58	144	0	0	0	0	62	0	209	274	0	158	0	2	326	0	113	73	63	33	0	0	33	5	0	0	0	32	0	34	25	15	0	58	0	0	0	273	0	0	179	61	0	57	34	105	208	43	269	144	12	496	455	0	1	1	53	25	0	10	65	49	24
PRISM_7153_14173	0	122	13	64	0	0	0	0	49	0	86	0	0	0	0	0	0	0	27	12	0	0	0	0	0	0	0	0	0	0	4	70	0	56	26	0	39	0	1	0	84	0	0	0	0	37	1	3	189	0	102	0	0	0	0	0	21	12	0	0	0	0	0	0	0	0	0	0	0	0	4	0	42	0	0	0	0	0	0	163	33	0	1	9	126	21	40	175	63	0	431	282	0	1	0	32	0	0	0	0	11	0
PRISM_7153_21472	0	212	11	118	0	3	2	1	86	1	141	0	9	1	106	3	0	0	37	0	24	1	5	36	18	32	0	0	68	1	0	68	16	68	65	0	0	0	1	58	24	0	0	0	0	66	0	163	238	0	187	0	0	132	0	0	53	13	2	0	0	0	0	0	0	1	0	0	0	10	1	0	82	0	0	0	3	0	0	166	34	1	3	16	1	95	71	255	130	0	655	396	0	0	1	0	2	0	2	0	0	0
PRISM_7153_23175	0	289	21	139	0	2	0	11	113	0	174	0	110	35	109	34	3	0	52	31	28	82	151	81	36	57	0	12	107	146	29	229	47	175	50	104	93	0	0	99	240	0	0	0	1	67	1	278	374	0	270	0	0	526	0	0	77	27	11	0	0	0	0	0	0	0	0	1	3	17	18	2	116	0	0	0	340	1	0	305	82	0	16	28	148	200	61	389	182	6	909	726	1	1	0	97	0	0	17	0	10	0
PRISM_7153_23798	1	2986	187	1249	1	23	4	4	1345	8	1851	1	1018	360	1533	346	39	3	0	336	237	813	882	934	74	2	0	151	1262	1489	211	545	0	1660	567	590	0	3	4	948	1184	0	2	1	2	711	4	2738	4021	6	2502	3	4	5791	1	1	993	0	4	0	2	2	0	0	1	0	2	7	25	244	0	0	810	1	1	0	2975	6	6	4	722	0	6	298	10	10	812	3779	1994	0	6	6043	0	4	4	976	14	2	247	0	108	0
PRISM_7153_24170	0	933	55	436	1	15	1	51	404	0	523	0	400	183	541	119	16	0	143	114	88	259	446	286	143	201	0	69	407	548	97	869	106	569	201	230	328	1	0	342	793	2	3	2	0	241	0	981	1317	0	877	2	0	1941	0	3	307	90	24	0	0	0	3	0	0	0	0	0	17	79	55	0	408	0	1	0	1286	0	1	964	225	0	75	139	702	649	271	1407	654	37	3197	2303	1	0	2	402	2	3	84	0	70	0
PRISM_7153_44510	0	271	14	251	2	2	0	4	148	0	167	2	218	15	204	13	2	0	118	35	14	127	206	107	58	32	0	24	111	98	38	171	18	185	90	43	91	0	0	75	272	0	0	2	0	88	0	381	328	0	380	2	0	645	0	0	148	21	16	0	0	0	0	2	0	0	0	0	2	44	26	0	122	0	0	1	307	3	0	344	96	0	14	70	207	203	65	386	117	4	696	1167	0	0	0	118	2	0	13	0	22	0
PRISM_7153_68740	0	0	0	13	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	17	0	4	0	1	0	3	0	0	0	0	10	0	0	0	0	0	0	123	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	1	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0
PRISM_7153_86266	0	7	424	2786	0	5	0	1	0	2	0	1	2431	83	1	0	0	1	1	1	1	0	0	4	0	0	0	22	2666	2	0	0	731	4010	2	0	0	2	0	2333	0	0	2	0	0	1667	0	3	3	2	0	2	0	2	2	5	1	0	216	1	0	0	0	0	1	1	1	3	46	2	2	0	0	2	1	0	0	2	2	4	6	2	2	785	2	11	3	3	4561	199	8042	15404	6	2	1	2045	1	4	0	0	0	0
PRISM_7153_99052	0	175	0	40	0	0	0	0	92	1	0	0	81	24	99	14	0	0	0	0	9	32	45	59	0	25	0	0	23	55	13	0	0	87	1	2	49	0	0	0	0	0	0	0	0	51	0	147	28	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	24	0	0	9	0	0	0	179	0	0	0	45	0	1	0	2	35	56	0	0	0	0	450	0	0	1	68	0	0	7	0	8	0
PRISM_7238_18846	2	4	0	0	2	99	0	11	10	26	2	6	0	0	0	7	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	4	24	0	3	0	0	27	1	8	2	0	1	0	0	0	4	13	7	0	0	0	0	0	2	0	0	2	44	2	0	9	0	0	0	0	6	0	16	0	3	0	0	0	0	0	26	0	0	0	0	22	0	0	0	0	0	1	0	82	2	4	58	0	4	0	0
PRISM_7238_23109	1	0	0	1	0	59	175	9	0	6	1	0	0	0	0	2	0	0	0	0	0	4	1	0	15	0	2	0	0	0	0	0	0	0	14	0	0	25	3	1	0	0	24	1	8	0	0	0	0	0	1	15	13	7	0	0	0	1	0	14	0	6	2	17	7	0	5	0	0	0	2	4	0	7	0	12	0	0	10	19	0	21	0	1	2	0	20	0	1	0	2	2	3	0	123	39	7	54	3	1	0	1
PRISM_7238_38330	0	0	0	0	0	107	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	906	0	0	0	0	0	0	0
PRISM_7238_56713	18	2	0	10	4	41	0	184	20	99	0	14	2	0	0	17	6	0	0	0	0	27	0	0	20	0	0	0	0	0	0	0	0	0	0	0	51	675	0	14	0	0	606	39	179	11	0	0	1	2	16	329	143	13	0	0	0	23	0	149	4	5	5	326	190	0	51	2	0	0	0	118	0	81	0	13	0	0	0	295	0	394	0	0	7	2	0	0	0	0	49	6	114	0	1810	512	65	600	0	52	0	0
PRISM_7238_77932	0	4	0	2	4	95	7	0	4	2	1	11	0	0	0	37	0	0	0	0	0	60	0	0	33	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	46	0	0	0	0	0	6	0	0	0	0	1	2	2	0	1	2	5	0	0	5	0	16	0	0	0	0	0	0	3	0	65	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	6	0	0	0	5	4	0	0	1	0	0
PRISM_7406_44849	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRISM_7408_120911	2	3733	184	1499	1	46	2	185	1566	6	2173	5	1532	488	1757	398	40	2	543	425	348	1060	1645	1152	554	768	1	188	1591	1675	375	3165	364	2128	756	900	879	2	0	1142	2437	0	4	1	0	830	6	3332	4897	2	3213	1	2	7232	3	0	1122	293	59	5	5	0	4	1	0	2	0	2	43	255	166	4	1396	0	5	0	4314	7	8	3614	1165	4	240	377	2339	2492	890	4930	2657	96	11741	7812	5	6	6	1100	7	2	258	0	192	0
PRISM_7408_160873	0	100	17	32	0	1	0	3	71	0	61	0	44	24	0	22	4	0	25	0	0	42	58	35	19	41	0	0	61	65	7	74	12	71	15	44	25	0	0	46	75	0	0	0	0	43	0	148	20	0	109	0	0	293	0	0	54	10	5	0	0	0	0	0	0	0	0	0	1	23	6	0	92	1	0	0	231	0	0	103	36	0	4	13	109	64	28	90	0	3	236	389	0	1	0	53	2	0	6	0	0	0
PRISM_7408_166177	0	404	16	155	0	6	1	41	190	1	240	2	193	68	216	41	1	0	83	51	41	92	162	135	56	76	1	11	214	165	54	324	37	234	75	110	93	0	0	121	214	1	0	0	0	115	0	363	565	0	314	0	0	834	0	0	135	44	9	0	0	0	0	0	0	0	2	1	7	27	30	0	162	0	0	0	444	2	0	453	80	1	27	39	281	284	120	622	300	14	1355	944	0	0	0	124	5	0	25	0	16	0
PRISM_7408_190335	0	480	18	146	0	4	2	55	262	0	175	1	193	67	219	50	7	0	86	4	53	151	212	116	30	99	0	6	127	177	39	339	50	179	49	137	130	0	0	81	255	0	0	0	0	71	0	517	700	0	229	0	0	958	4	0	133	38	6	1	0	0	0	0	0	0	0	0	6	14	21	0	152	0	0	0	554	0	2	297	50	1	6	51	332	143	66	375	300	10	1520	1190	1	1	2	131	3	3	14	0	24	0
PRISM_7408_21483	1	212	12	86	0	5	0	15	93	0	110	0	89	33	98	23	0	0	31	20	9	77	68	69	34	0	0	3	57	98	24	180	24	112	56	64	56	0	0	55	140	0	0	0	0	57	0	192	263	0	177	1	0	406	0	0	74	18	5	0	0	0	0	0	0	0	0	4	2	21	10	0	66	0	0	0	255	0	0	218	59	0	7	31	101	155	70	286	158	5	684	465	0	0	1	94	0	0	17	0	7	0
PRISM_7408_231642	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	2	0	0	0	6	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	232	1	0	0	0	0	0	42	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0
PRISM_7408_234310	0	598	27	236	0	10	0	49	274	1	313	0	253	87	272	60	8	0	102	55	61	167	274	180	93	94	2	39	264	273	56	514	49	323	160	121	112	0	2	185	425	0	1	0	1	169	0	490	820	0	468	0	0	1247	0	0	222	45	19	1	2	1	0	0	0	0	0	1	16	48	26	0	263	0	1	0	725	0	1	601	182	0	39	68	332	390	172	771	403	19	1926	1312	1	0	0	224	2	0	51	0	21	0
PRISM_7408_234758	0	473	21	230	0	7	0	36	199	1	278	0	197	16	271	40	2	0	59	62	44	127	186	143	42	9	0	26	79	54	19	330	38	251	78	30	143	0	1	42	290	0	2	0	0	137	0	80	598	0	94	2	0	761	0	1	114	48	7	0	0	0	0	0	0	0	0	2	2	2	20	0	153	0	0	0	84	0	0	509	136	0	9	62	351	146	115	684	357	17	1602	1163	1	2	0	33	0	0	31	0	18	0
PRISM_7408_234764	0	513	21	227	0	10	3	37	227	1	293	1	214	78	300	67	13	0	100	61	52	162	270	160	75	99	0	21	193	267	32	416	42	326	108	118	174	0	0	192	344	0	1	0	1	131	0	453	692	0	477	0	0	1015	0	0	180	53	10	0	2	0	0	0	0	0	0	1	9	31	31	2	223	2	0	0	516	0	1	538	130	2	32	40	319	319	111	696	318	9	1639	1114	1	0	0	159	0	0	50	0	31	0
PRISM_7408_32517	0	0	0	0	0	5	0	26	134	0	208	0	126	0	200	40	0	0	0	0	0	100	105	103	0	0	0	0	0	0	12	309	35	0	0	0	0	0	0	0	227	0	0	0	0	0	0	275	366	0	0	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	2	5	0	24	0	0	1	0	0	0	0	0	0	82	0	0	41	188	1	2	399	0	0	0	722	0	0	0	13	0	0	0	0	23	0
PRISM_7408_36537	0	664	83	349	0	7	0	48	343	0	379	0	282	15	409	87	0	0	58	0	0	222	191	188	76	0	0	34	0	0	25	454	0	387	133	0	186	0	0	2	473	0	2	0	0	201	0	14	875	0	666	0	0	1462	1	1	0	57	24	2	0	0	1	0	0	0	1	3	6	0	41	0	209	0	0	0	3	0	0	719	220	0	18	66	527	121	167	1088	220	15	2309	1525	0	2	0	240	2	0	58	0	29	0
PRISM_7408_36551	0	1712	69	721	0	20	2	125	603	0	1066	2	633	28	1006	168	3	0	299	195	156	498	460	492	228	332	2	81	290	22	64	1264	175	984	402	154	503	0	0	71	1059	1	3	1	0	502	4	77	2514	1	1587	0	0	3422	0	0	383	82	7	2	2	0	1	0	0	2	0	2	16	13	92	0	575	3	2	0	304	2	3	1836	574	0	23	198	1219	504	403	2457	1341	35	5443	4075	0	8	5	646	2	0	152	0	91	0
PRISM_7408_81142	0	1028	30	323	2	4	0	63	445	2	535	0	343	7	480	94	0	2	147	102	101	324	307	309	116	0	0	43	137	0	24	713	78	560	223	0	281	0	0	2	604	0	1	0	2	253	2	8	1275	2	896	2	0	1143	0	0	217	71	27	2	1	0	1	1	0	0	1	0	3	87	49	0	306	0	0	0	379	4	2	989	300	0	16	81	610	227	220	1303	671	22	2951	2280	0	0	2	34	0	0	90	0	51	0
PRISM_7408_85069	21	12	1	14	6	58	4544	398	29	112	18	19	1	1	0	47	17	7	2	0	0	42	59	0	65	4	11	0	1	26	0	2	0	0	493	0	67	840	12	18	0	0	685	97	153	20	0	65	3	0	42	328	314	108	2	10	8	12	9	277	7	52	10	346	218	0	90	2	5	0	5	211	0	140	0	177	0	0	241	313	0	511	6	0	17	1	591	5	0	0	59	37	157	2	2492	768	152	884	28	52	0	59
PRISM_7421_01436	0	820	94	307	0	0	2	55	436	0	464	1	0	12	507	2	0	0	133	1	89	0	0	217	0	0	1	57	109	0	37	0	0	5	0	0	505	0	0	1	146	0	0	0	0	2	0	5	0	0	0	2	0	1192	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	12	1	0	826	3	0	1	97	540	7	0	1317	504	0	2701	2296	0	0	0	0	0	0	60	0	0	0
PRISM_7421_02347	7	7665	443	3411	0	103	13	482	3413	13	4572	11	3066	1060	4059	804	113	8	1286	824	709	2358	3575	2564	1093	1559	1	391	3206	3951	702	6414	894	4467	1676	1736	1940	10	2	2533	5436	3	11	1	5	2098	18	6786	10780	2	6692	5	4	14851	4	1	2514	740	212	2	6	1	9	4	0	3	4	17	104	622	449	9	3227	8	4	3	8791	10	19	7929	2282	1	507	786	5171	5351	1882	10371	5469	206	24929	16511	7	9	13	2417	21	7	648	2	337	1
PRISM_7421_02357	0	1	32	86	0	0	0	18	591	0	27	0	171	32	144	1	6	0	69	20	32	124	148	72	30	66	0	15	255	145	41	288	15	11	179	89	101	0	0	209	98	0	0	0	1	166	2	211	406	2	589	0	0	605	2	0	156	98	12	0	0	0	0	2	0	0	0	0	1	11	18	0	165	0	0	0	340	0	0	421	100	0	29	51	228	217	0	2	485	8	846	1843	0	0	3	122	0	0	35	0	9	0
PRISM_7421_100517	0	599	66	469	0	7	0	85	1681	0	857	1	323	263	921	174	19	0	128	279	108	277	503	389	99	164	0	59	258	617	124	100	72	756	401	560	418	2	0	36	1138	0	2	1	0	464	1	1427	2281	2	116	0	4	2229	0	0	526	158	22	0	0	0	0	0	0	0	0	5	15	140	103	0	432	1	0	0	1095	1	0	1349	380	0	75	7	1145	1058	173	1210	935	51	4355	2807	0	4	1	387	0	1	134	0	37	0
PRISM_7421_101664	2	3767	235	1771	5	42	3	222	1767	3	2168	3	1713	531	2168	384	67	2	652	439	362	1089	1864	1335	542	842	2	209	1584	1911	394	3160	409	2417	916	814	1087	2	0	1320	2793	0	11	0	1	1149	3	3334	5408	0	3388	2	4	7558	2	0	1306	372	92	1	4	2	1	2	1	1	3	11	41	309	209	2	1737	0	0	1	4486	5	3	4105	1083	6	221	400	2407	2374	1086	5290	2819	118	12635	8900	3	3	4	1409	16	0	334	0	209	0
PRISM_7421_30505	0	521	70	205	0	5	0	34	305	0	309	0	0	7	357	0	0	0	87	60	35	0	2	5	0	0	0	21	75	0	8	360	70	2	0	2	189	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	29	0	140	0	0	0	0	0	0	569	149	0	2	57	407	4	164	815	0	22	1829	1318	0	2	0	191	1	1	46	0	3	0
PRISM_7421_87335	5	3687	243	1883	5	41	3	325	1933	0	2392	6	1910	609	2201	446	41	0	574	497	354	1264	2105	1344	662	959	5	251	1653	2266	450	3593	406	2395	1021	1069	1032	5	0	1413	3064	5	8	5	0	1119	6	3850	5659	2	3757	0	0	8590	0	4	1447	337	102	7	11	0	0	0	1	0	2	5	56	356	243	1	1786	3	0	0	5222	6	4	4276	1153	3	225	406	2464	3084	1167	5657	3276	121	13633	9502	4	3	9	1574	23	5	379	0	225	0
PRISM_7486_06897	0	1875	137	920	0	17	0	1	2	2	2515	0	848	29	1014	199	2	0	356	232	191	763	703	458	198	0	0	110	210	0	56	1521	223	1175	499	0	549	3	2	5	1395	0	0	1	0	643	1	15	1	0	0	0	0	2765	0	2	393	153	68	2	2	1	1	0	0	2	0	4	7	0	46	1	1006	1	2	0	14	2	1	69	477	0	27	260	1298	474	488	3050	1440	0	7393	455	0	4	0	95	0	0	146	0	133	0
PRISM_7486_06908	0	242	15	97	0	8	0	4	196	0	598	2	155	44	442	18	1	0	156	34	78	75	112	244	90	38	0	17	315	168	19	261	42	502	187	68	80	1	2	184	481	0	2	0	0	235	0	219	467	0	571	0	2	657	0	0	175	77	3	1	1	2	0	0	0	0	0	0	4	14	33	0	101	0	0	1	283	0	1	263	75	0	29	79	225	286	75	1080	193	28	2447	1769	1	2	3	103	4	4	40	0	39	0
PRISM_7486_140052	0	747	30	250	1	12	0	54	323	2	433	0	280	95	316	72	9	1	114	97	60	228	316	243	103	113	0	38	259	331	65	659	70	416	161	177	205	2	0	223	516	0	2	0	0	212	0	658	1018	0	593	0	1	1355	0	0	241	90	22	0	0	0	1	0	0	0	0	1	9	69	40	0	279	2	0	0	826	2	1	807	202	0	50	58	489	470	189	1031	483	18	2241	1584	2	4	0	234	1	0	74	0	34	0
PRISM_7486_187165	0	684	46	317	0	9	3	40	389	0	452	0	233	4	435	91	0	0	80	69	67	206	234	182	57	0	0	37	84	0	22	469	86	407	136	0	171	0	0	2	446	0	4	0	0	183	1	3	896	0	0	0	0	991	1	0	243	76	23	0	1	0	0	0	0	1	0	0	2	0	43	0	191	0	0	0	0	1	3	822	188	0	16	74	435	175	172	948	448	15	2317	1746	0	0	2	19	4	0	78	0	47	0
