TID	familyID	evidence	value	rank	description	note
889	Cluster_75	DNA_abundance	775.0611525098042	0.6443046820405312	ranking based on single evidence	
890	Cluster_75	DNA_prevalence	0.8627450980392157	0.8724668064290706	ranking based on single evidence	
891	Cluster_75	priority_score	0.7412249670837162	0.7412249670837162	meta ranking based on multiple evidences	
892	Cluster_98	DNA_abundance	834.1105988235296	0.6911250873515025	ranking based on single evidence	
893	Cluster_98	DNA_prevalence	0.8333333333333334	0.7987421383647799	ranking based on single evidence	
894	Cluster_98	priority_score	0.7410468807155415	0.7410468807155415	meta ranking based on multiple evidences	
895	Cluster_503	DNA_abundance	806.3777899705883	0.6729559748427673	ranking based on single evidence	
896	Cluster_503	DNA_prevalence	0.8431372549019608	0.8242487770789657	ranking based on single evidence	
897	Cluster_503	priority_score	0.7409582938875557	0.7409582938875557	meta ranking based on multiple evidences	
898	Cluster_529	DNA_abundance	834.1010940196078	0.6904262753319357	ranking based on single evidence	
899	Cluster_529	DNA_prevalence	0.8333333333333334	0.7987421383647799	ranking based on single evidence	
900	Cluster_529	priority_score	0.7406449861139395	0.7406449861139395	meta ranking based on multiple evidences	
901	Cluster_928	DNA_abundance	1268.5904751666667	0.9182389937106918	ranking based on single evidence	
902	Cluster_928	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
903	Cluster_928	priority_score	0.7405960276249722	0.7405960276249722	meta ranking based on multiple evidences	
904	Cluster_797	DNA_abundance	1144.2074094117643	0.8497554157931516	ranking based on single evidence	
905	Cluster_797	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
906	Cluster_797	priority_score	0.7396384808157761	0.7396384808157761	meta ranking based on multiple evidences	
907	Cluster_733	DNA_abundance	854.902094607843	0.7078965758211041	ranking based on single evidence	
908	Cluster_733	DNA_prevalence	0.8235294117647058	0.7739343116701607	ranking based on single evidence	
909	Cluster_733	priority_score	0.7394439591812052	0.7394439591812052	meta ranking based on multiple evidences	
910	Cluster_1494	DNA_abundance	1982.6003803921571	0.9853249475890985	ranking based on single evidence	
911	Cluster_1494	DNA_prevalence	0.7647058823529411	0.5911949685534591	ranking based on single evidence	
912	Cluster_1494	priority_score	0.738993710691824	0.738993710691824	meta ranking based on multiple evidences	
913	Cluster_390	DNA_abundance	782.3408724803926	0.6526904262753319	ranking based on single evidence	
914	Cluster_390	DNA_prevalence	0.8529411764705882	0.8504542278127184	ranking based on single evidence	
915	Cluster_390	priority_score	0.738562760369204	0.738562760369204	meta ranking based on multiple evidences	
916	Cluster_656	DNA_abundance	1067.7605392156863	0.80083857442348	ranking based on single evidence	
917	Cluster_656	DNA_prevalence	0.7941176470588235	0.6834381551362684	ranking based on single evidence	
918	Cluster_656	priority_score	0.7374954103447867	0.7374954103447867	meta ranking based on multiple evidences	
919	Cluster_41	DNA_abundance	728.8501319607842	0.6107617051013278	ranking based on single evidence	
920	Cluster_41	DNA_prevalence	0.8921568627450981	0.9273235499650594	ranking based on single evidence	
921	Cluster_41	priority_score	0.7364659542657537	0.7364659542657537	meta ranking based on multiple evidences	
922	Cluster_70	DNA_abundance	723.8521821568627	0.6044723969252271	ranking based on single evidence	
923	Cluster_70	DNA_prevalence	0.9019607843137255	0.9416491963661775	ranking based on single evidence	
924	Cluster_70	priority_score	0.7362951908309546	0.7362951908309546	meta ranking based on multiple evidences	
925	Cluster_725	DNA_abundance	797.9817470588234	0.6652690426275332	ranking based on single evidence	
926	Cluster_725	DNA_prevalence	0.8431372549019608	0.8242487770789657	ranking based on single evidence	
927	Cluster_725	priority_score	0.7362747696731649	0.7362747696731649	meta ranking based on multiple evidences	
928	Cluster_876	DNA_abundance	1239.8164431274508	0.9007686932215234	ranking based on single evidence	
929	Cluster_876	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
930	Cluster_876	priority_score	0.7348485067346926	0.7348485067346926	meta ranking based on multiple evidences	
931	Cluster_1073	DNA_abundance	1236.6246028921566	0.8986722571628232	ranking based on single evidence	
932	Cluster_1073	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
933	Cluster_1073	priority_score	0.7341499212148915	0.7341499212148915	meta ranking based on multiple evidences	
934	Cluster_639	DNA_abundance	841.7007203921568	0.6974143955276031	ranking based on single evidence	
935	Cluster_639	DNA_prevalence	0.8235294117647058	0.7739343116701607	ranking based on single evidence	
936	Cluster_639	priority_score	0.7336845813790741	0.7336845813790741	meta ranking based on multiple evidences	
937	Cluster_1164	DNA_abundance	879.7297961764706	0.7204751921733054	ranking based on single evidence	
938	Cluster_1164	DNA_prevalence	0.8137254901960784	0.746680642907058	ranking based on single evidence	
939	Cluster_1164	priority_score	0.733343884579354	0.733343884579354	meta ranking based on multiple evidences	
940	Cluster_118	DNA_abundance	1119.1167329607842	0.8322851153039832	ranking based on single evidence	
941	Cluster_118	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
942	Cluster_118	priority_score	0.7329428130073611	0.7329428130073611	meta ranking based on multiple evidences	
943	Cluster_907	DNA_abundance	1225.7166406372546	0.8944793850454228	ranking based on single evidence	
944	Cluster_907	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
945	Cluster_907	priority_score	0.7327469501110107	0.7327469501110107	meta ranking based on multiple evidences	
946	Cluster_743	DNA_abundance	1113.0995378725495	0.8287910552061496	ranking based on single evidence	
947	Cluster_743	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
948	Cluster_743	priority_score	0.7315847562205956	0.7315847562205956	meta ranking based on multiple evidences	
949	Cluster_140	DNA_abundance	870.032939901961	0.7169811320754716	ranking based on single evidence	
950	Cluster_140	DNA_prevalence	0.8137254901960784	0.746680642907058	ranking based on single evidence	
951	Cluster_140	priority_score	0.7315295675556377	0.7315295675556377	meta ranking based on multiple evidences	
952	Cluster_389	DNA_abundance	837.7102803627452	0.6932215234102026	ranking based on single evidence	
953	Cluster_389	DNA_prevalence	0.8235294117647058	0.7739343116701607	ranking based on single evidence	
954	Cluster_389	priority_score	0.7313577872605853	0.7313577872605853	meta ranking based on multiple evidences	
955	Cluster_886	DNA_abundance	1112.1576985392157	0.8266946191474493	ranking based on single evidence	
956	Cluster_886	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
957	Cluster_886	priority_score	0.7307668473029811	0.7307668473029811	meta ranking based on multiple evidences	
958	Cluster_355	DNA_abundance	785.6452439999998	0.6561844863731656	ranking based on single evidence	
959	Cluster_355	DNA_prevalence	0.8431372549019608	0.8242487770789657	ranking based on single evidence	
960	Cluster_355	priority_score	0.7306769900185498	0.7306769900185498	meta ranking based on multiple evidences	
961	Cluster_681	DNA_abundance	1110.6108659117644	0.8252969951083159	ranking based on single evidence	
962	Cluster_681	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
963	Cluster_681	priority_score	0.7302202874565552	0.7302202874565552	meta ranking based on multiple evidences	
964	Cluster_291	DNA_abundance	784.4350782352942	0.6547868623340322	ranking based on single evidence	
965	Cluster_291	DNA_prevalence	0.8431372549019608	0.8242487770789657	ranking based on single evidence	
966	Cluster_291	priority_score	0.7298096896980778	0.7298096896980778	meta ranking based on multiple evidences	
967	Cluster_110	DNA_abundance	863.518735	0.7120894479385046	ranking based on single evidence	
968	Cluster_110	DNA_prevalence	0.8137254901960784	0.746680642907058	ranking based on single evidence	
969	Cluster_110	priority_score	0.7289749222728548	0.7289749222728548	meta ranking based on multiple evidences	
970	Cluster_268	DNA_abundance	727.1148627450981	0.6079664570230608	ranking based on single evidence	
971	Cluster_268	DNA_prevalence	0.8823529411764706	0.9095038434661076	ranking based on single evidence	
972	Cluster_268	priority_score	0.7287758174676616	0.7287758174676616	meta ranking based on multiple evidences	
973	Cluster_1092	DNA_abundance	1196.2192391764706	0.8812019566736548	ranking based on single evidence	
974	Cluster_1092	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
975	Cluster_1092	priority_score	0.728252524454356	0.728252524454356	meta ranking based on multiple evidences	
976	Cluster_86	DNA_abundance	822.6246555882351	0.6848357791754018	ranking based on single evidence	
977	Cluster_86	DNA_prevalence	0.8235294117647058	0.7739343116701607	ranking based on single evidence	
978	Cluster_86	priority_score	0.7266640722747378	0.7266640722747378	meta ranking based on multiple evidences	
979	Cluster_536	DNA_abundance	821.0042437254904	0.6834381551362684	ranking based on single evidence	
980	Cluster_536	DNA_prevalence	0.8235294117647058	0.7739343116701607	ranking based on single evidence	
981	Cluster_536	priority_score	0.7258765349445381	0.7258765349445381	meta ranking based on multiple evidences	
982	Cluster_544	DNA_abundance	715.4247695098036	0.5953878406708596	ranking based on single evidence	
983	Cluster_544	DNA_prevalence	0.8921568627450981	0.9273235499650594	ranking based on single evidence	
984	Cluster_544	priority_score	0.7251763786785045	0.7251763786785045	meta ranking based on multiple evidences	
985	Cluster_83	DNA_abundance	776.4483849607844	0.6470999301187981	ranking based on single evidence	
986	Cluster_83	DNA_prevalence	0.8431372549019608	0.8242487770789657	ranking based on single evidence	
987	Cluster_83	priority_score	0.7250100855617405	0.7250100855617405	meta ranking based on multiple evidences	
988	Cluster_816	DNA_abundance	1175.5332699019607	0.8707197763801537	ranking based on single evidence	
989	Cluster_816	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
990	Cluster_816	priority_score	0.724647761411037	0.724647761411037	meta ranking based on multiple evidences	
991	Cluster_785	DNA_abundance	762.2761609803919	0.6310272536687631	ranking based on single evidence	
992	Cluster_785	DNA_prevalence	0.8529411764705882	0.8504542278127184	ranking based on single evidence	
993	Cluster_785	priority_score	0.7244907242593253	0.7244907242593253	meta ranking based on multiple evidences	
994	Cluster_167	DNA_abundance	906.348739705882	0.7337526205450734	ranking based on single evidence	
995	Cluster_167	DNA_prevalence	0.803921568627451	0.7141858839972047	ranking based on single evidence	
996	Cluster_167	priority_score	0.7238370445917616	0.7238370445917616	meta ranking based on multiple evidences	
997	Cluster_511	DNA_abundance	758.6761041176471	0.6282320055904962	ranking based on single evidence	
998	Cluster_511	DNA_prevalence	0.8529411764705882	0.8504542278127184	ranking based on single evidence	
999	Cluster_511	priority_score	0.7226449440488032	0.7226449440488032	meta ranking based on multiple evidences	
1000	Cluster_21	DNA_abundance	4288.454192745097	0.9972047519217331	ranking based on single evidence	
1001	Cluster_21	DNA_prevalence	0.7549019607843137	0.5656883298392732	ranking based on single evidence	
1002	Cluster_21	priority_score	0.7218754721043084	0.7218754721043084	meta ranking based on multiple evidences	
1003	Cluster_1210	DNA_abundance	1270.277112254902	0.9224318658280922	ranking based on single evidence	
1004	Cluster_1210	DNA_prevalence	0.7647058823529411	0.5911949685534591	ranking based on single evidence	
1005	Cluster_1210	priority_score	0.7205700447742991	0.7205700447742991	meta ranking based on multiple evidences	
1006	Cluster_283	DNA_abundance	706.8039530392157	0.583508036338225	ranking based on single evidence	
1007	Cluster_283	DNA_prevalence	0.9019607843137255	0.9416491963661775	ranking based on single evidence	
1008	Cluster_283	priority_score	0.7205288237945092	0.7205288237945092	meta ranking based on multiple evidences	
1009	Cluster_122	DNA_abundance	1064.1786967058829	0.7987421383647799	ranking based on single evidence	
1010	Cluster_122	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
1011	Cluster_122	priority_score	0.7196359458151912	0.7196359458151912	meta ranking based on multiple evidences	
1012	Cluster_363	DNA_abundance	708.5004072058824	0.5863032844164919	ranking based on single evidence	
1013	Cluster_363	DNA_prevalence	0.8921568627450981	0.9273235499650594	ranking based on single evidence	
1014	Cluster_363	priority_score	0.7183974685324883	0.7183974685324883	meta ranking based on multiple evidences	
1015	Cluster_835	DNA_abundance	1152.0712076470588	0.8525506638714185	ranking based on single evidence	
1016	Cluster_835	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
1017	Cluster_835	priority_score	0.7182779786696581	0.7182779786696581	meta ranking based on multiple evidences	
1018	Cluster_438	DNA_abundance	871.0594352549014	0.7176799440950384	ranking based on single evidence	
1019	Cluster_438	DNA_prevalence	0.803921568627451	0.7141858839972047	ranking based on single evidence	
1020	Cluster_438	priority_score	0.715928650917647	0.715928650917647	meta ranking based on multiple evidences	
1021	Cluster_1085	DNA_abundance	1042.4548451078426	0.7882599580712788	ranking based on single evidence	
1022	Cluster_1085	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
1023	Cluster_1085	priority_score	0.7153506834990685	0.7153506834990685	meta ranking based on multiple evidences	
1024	Cluster_598	DNA_abundance	1036.1352660784314	0.7861635220125787	ranking based on single evidence	
1025	Cluster_598	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
1026	Cluster_598	priority_score	0.7144861494915482	0.7144861494915482	meta ranking based on multiple evidences	
1027	Cluster_28	DNA_abundance	684.929019480392	0.559748427672956	ranking based on single evidence	
1028	Cluster_28	DNA_prevalence	0.9411764705882353	0.9863731656184487	ranking based on single evidence	
1029	Cluster_28	priority_score	0.7142010446647478	0.7142010446647478	meta ranking based on multiple evidences	
1030	Cluster_657	DNA_abundance	761.7313672549019	0.6296296296296297	ranking based on single evidence	
1031	Cluster_657	DNA_prevalence	0.8431372549019608	0.8242487770789657	ranking based on single evidence	
1032	Cluster_657	priority_score	0.7139131440981957	0.7139131440981957	meta ranking based on multiple evidences	
1033	Cluster_904	DNA_abundance	1034.4238656862744	0.7840670859538784	ranking based on single evidence	
1034	Cluster_904	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
1035	Cluster_904	priority_score	0.7136190962008587	0.7136190962008587	meta ranking based on multiple evidences	
1036	Cluster_674	DNA_abundance	1028.799837627451	0.7812718378756115	ranking based on single evidence	
1037	Cluster_674	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
1038	Cluster_674	priority_score	0.7124590871916768	0.7124590871916768	meta ranking based on multiple evidences	
1039	Cluster_274	DNA_abundance	714.5094994803923	0.5932914046121593	ranking based on single evidence	
1040	Cluster_274	DNA_prevalence	0.8725490196078431	0.8913347309573725	ranking based on single evidence	
1041	Cluster_274	priority_score	0.7123965041965725	0.7123965041965725	meta ranking based on multiple evidences	
1042	Cluster_896	DNA_abundance	1026.8117931176475	0.779874213836478	ranking based on single evidence	
1043	Cluster_896	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
1044	Cluster_896	priority_score	0.7118773875935507	0.7118773875935507	meta ranking based on multiple evidences	
1045	Cluster_53	DNA_abundance	785.3099275294114	0.6554856743535988	ranking based on single evidence	
1046	Cluster_53	DNA_prevalence	0.8235294117647058	0.7739343116701607	ranking based on single evidence	
1047	Cluster_53	priority_score	0.709802380197126	0.709802380197126	meta ranking based on multiple evidences	
1048	Cluster_97	DNA_abundance	1008.94539722549	0.7742837176799441	ranking based on single evidence	
1049	Cluster_97	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
1050	Cluster_97	priority_score	0.7095392112137973	0.7095392112137973	meta ranking based on multiple evidences	
1051	Cluster_103	DNA_abundance	812.1910729411768	0.6757512229210343	ranking based on single evidence	
1052	Cluster_103	DNA_prevalence	0.8137254901960784	0.746680642907058	ranking based on single evidence	
1053	Cluster_103	priority_score	0.7094474887655368	0.7094474887655368	meta ranking based on multiple evidences	
1054	Cluster_830	DNA_abundance	850.436071568627	0.7044025157232704	ranking based on single evidence	
1055	Cluster_830	DNA_prevalence	0.803921568627451	0.7141858839972047	ranking based on single evidence	
1056	Cluster_830	priority_score	0.7092604641075689	0.7092604641075689	meta ranking based on multiple evidences	
1057	Cluster_966	DNA_abundance	998.7073031078432	0.7735849056603774	ranking based on single evidence	
1058	Cluster_966	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
1059	Cluster_966	priority_score	0.7092456522541817	0.7092456522541817	meta ranking based on multiple evidences	
1060	Cluster_280	DNA_abundance	686.1559464705882	0.5625436757512229	ranking based on single evidence	
1061	Cluster_280	DNA_prevalence	0.9117647058823529	0.9552760307477288	ranking based on single evidence	
1062	Cluster_280	priority_score	0.7081005568618064	0.7081005568618064	meta ranking based on multiple evidences	
1063	Cluster_731	DNA_abundance	766.9851100980399	0.6359189378057303	ranking based on single evidence	
1064	Cluster_731	DNA_prevalence	0.8333333333333334	0.7987421383647799	ranking based on single evidence	
1065	Cluster_731	priority_score	0.7080909361051628	0.7080909361051628	meta ranking based on multiple evidences	
1066	Cluster_721	DNA_abundance	1107.2039095392154	0.8238993710691824	ranking based on single evidence	
1067	Cluster_721	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
1068	Cluster_721	priority_score	0.7079077324716343	0.7079077324716343	meta ranking based on multiple evidences	
1069	Cluster_744	DNA_abundance	846.943648	0.70020964360587	ranking based on single evidence	
1070	Cluster_744	DNA_prevalence	0.803921568627451	0.7141858839972047	ranking based on single evidence	
1071	Cluster_744	priority_score	0.707128711230434	0.707128711230434	meta ranking based on multiple evidences	
1072	Cluster_1114	DNA_abundance	1306.06839627451	0.9406009783368274	ranking based on single evidence	
1073	Cluster_1114	DNA_prevalence	0.7549019607843137	0.5656883298392732	ranking based on single evidence	
1074	Cluster_1114	priority_score	0.7064871185002661	0.7064871185002661	meta ranking based on multiple evidences	
1075	Cluster_595	DNA_abundance	979.4761080098036	0.76659678546471	ranking based on single evidence	
1076	Cluster_595	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
1077	Cluster_595	priority_score	0.7062941868047525	0.7062941868047525	meta ranking based on multiple evidences	
1078	Cluster_801	DNA_abundance	1189.3791462156864	0.8763102725366876	ranking based on single evidence	
1079	Cluster_801	DNA_prevalence	0.7647058823529411	0.5911949685534591	ranking based on single evidence	
1080	Cluster_801	priority_score	0.7060557053009883	0.7060557053009883	meta ranking based on multiple evidences	
1081	Cluster_71	DNA_abundance	740.9687662745099	0.6170510132774284	ranking based on single evidence	
1082	Cluster_71	DNA_prevalence	0.8431372549019608	0.8242487770789657	ranking based on single evidence	
1083	Cluster_71	priority_score	0.705756771064947	0.705756771064947	meta ranking based on multiple evidences	
1084	Cluster_692	DNA_abundance	712.9402947058823	0.5918937805730259	ranking based on single evidence	
1085	Cluster_692	DNA_prevalence	0.8627450980392157	0.8724668064290706	ranking based on single evidence	
1086	Cluster_692	priority_score	0.7053012503416108	0.7053012503416108	meta ranking based on multiple evidences	
1087	Cluster_1035	DNA_abundance	1291.140940441176	0.9322152341020266	ranking based on single evidence	
1088	Cluster_1035	DNA_prevalence	0.7549019607843137	0.5656883298392732	ranking based on single evidence	
1089	Cluster_1035	priority_score	0.7041084506700168	0.7041084506700168	meta ranking based on multiple evidences	
1090	Cluster_927	DNA_abundance	798.4098108823529	0.6659678546471	ranking based on single evidence	
1091	Cluster_927	DNA_prevalence	0.8137254901960784	0.746680642907058	ranking based on single evidence	
1092	Cluster_927	priority_score	0.7040184543066301	0.7040184543066301	meta ranking based on multiple evidences	
1093	Cluster_996	DNA_abundance	1085.710154784314	0.8120195667365478	ranking based on single evidence	
1094	Cluster_996	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
1095	Cluster_996	priority_score	0.7034862197678581	0.7034862197678581	meta ranking based on multiple evidences	
1096	Cluster_314	DNA_abundance	702.1758697352941	0.5807127882599581	ranking based on single evidence	
1097	Cluster_314	DNA_prevalence	0.8725490196078431	0.8913347309573725	ranking based on single evidence	
1098	Cluster_314	priority_score	0.7032510433663199	0.7032510433663199	meta ranking based on multiple evidences	
1099	Cluster_814	DNA_abundance	793.1941911764706	0.6624737945492662	ranking based on single evidence	
1100	Cluster_814	DNA_prevalence	0.8137254901960784	0.746680642907058	ranking based on single evidence	
1101	Cluster_814	priority_score	0.702061244211149	0.702061244211149	meta ranking based on multiple evidences	
1102	Cluster_336	DNA_abundance	770.6431984313723	0.6401118099231307	ranking based on single evidence	
1103	Cluster_336	DNA_prevalence	0.8235294117647058	0.7739343116701607	ranking based on single evidence	
1104	Cluster_336	priority_score	0.7006907136050083	0.7006907136050083	meta ranking based on multiple evidences	
1105	Cluster_254	DNA_abundance	704.6826181372548	0.5821104122990916	ranking based on single evidence	
1106	Cluster_254	DNA_prevalence	0.8627450980392157	0.8724668064290706	ranking based on single evidence	
1107	Cluster_254	priority_score	0.698308767480582	0.698308767480582	meta ranking based on multiple evidences	
1108	Cluster_311	DNA_abundance	679.7358699313726	0.5548567435359888	ranking based on single evidence	
1109	Cluster_311	DNA_prevalence	0.9019607843137255	0.9416491963661775	ranking based on single evidence	
1110	Cluster_311	priority_score	0.6982670669294838	0.6982670669294838	meta ranking based on multiple evidences	
1111	Cluster_141	DNA_abundance	1064.1480101470593	0.7980433263452131	ranking based on single evidence	
1112	Cluster_141	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
1113	Cluster_141	priority_score	0.6981896293542357	0.6981896293542357	meta ranking based on multiple evidences	
1114	Cluster_1097	DNA_abundance	1251.3423443725492	0.9105520614954578	ranking based on single evidence	
1115	Cluster_1097	DNA_prevalence	0.7549019607843137	0.5656883298392732	ranking based on single evidence	
1116	Cluster_1097	priority_score	0.6978384793188858	0.6978384793188858	meta ranking based on multiple evidences	
1117	Cluster_1012	DNA_abundance	819.4278076470592	0.6820405310971349	ranking based on single evidence	
1118	Cluster_1012	DNA_prevalence	0.803921568627451	0.7141858839972047	ranking based on single evidence	
1119	Cluster_1012	priority_score	0.6977431659472191	0.6977431659472191	meta ranking based on multiple evidences	
1120	Cluster_989	DNA_abundance	1062.6040884509803	0.7952480782669462	ranking based on single evidence	
1121	Cluster_989	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
1122	Cluster_989	priority_score	0.6971177625874119	0.6971177625874119	meta ranking based on multiple evidences	
1123	Cluster_953	DNA_abundance	1061.0581210686275	0.7938504542278128	ranking based on single evidence	
1124	Cluster_953	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
1125	Cluster_953	priority_score	0.6965802404686736	0.6965802404686736	meta ranking based on multiple evidences	
1126	Cluster_1038	DNA_abundance	817.1669562745093	0.6792452830188679	ranking based on single evidence	
1127	Cluster_1038	DNA_prevalence	0.803921568627451	0.7141858839972047	ranking based on single evidence	
1128	Cluster_1038	priority_score	0.6962775117806248	0.6962775117806248	meta ranking based on multiple evidences	
1129	Cluster_537	DNA_abundance	722.204818627451	0.6023759608665269	ranking based on single evidence	
1130	Cluster_537	DNA_prevalence	0.8431372549019608	0.8242487770789657	ranking based on single evidence	
1131	Cluster_537	priority_score	0.6960592170875028	0.6960592170875028	meta ranking based on multiple evidences	
1132	Cluster_803	DNA_abundance	1057.6030358823525	0.7924528301886793	ranking based on single evidence	
1133	Cluster_803	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
1134	Cluster_803	priority_score	0.6960416550025195	0.6960416550025195	meta ranking based on multiple evidences	
1135	Cluster_476	DNA_abundance	781.0993104901964	0.6512928022361985	ranking based on single evidence	
1136	Cluster_476	DNA_prevalence	0.8137254901960784	0.746680642907058	ranking based on single evidence	
1137	Cluster_476	priority_score	0.6957324260828573	0.6957324260828573	meta ranking based on multiple evidences	
1138	Cluster_564	DNA_abundance	738.2661107941171	0.6149545772187281	ranking based on single evidence	
1139	Cluster_564	DNA_prevalence	0.8333333333333334	0.7987421383647799	ranking based on single evidence	
1140	Cluster_564	priority_score	0.6949017120721762	0.6949017120721762	meta ranking based on multiple evidences	
1141	Cluster_673	DNA_abundance	778.6135555882353	0.6491963661774982	ranking based on single evidence	
1142	Cluster_673	DNA_prevalence	0.8137254901960784	0.746680642907058	ranking based on single evidence	
1143	Cluster_673	priority_score	0.6945344853673661	0.6945344853673661	meta ranking based on multiple evidences	
1144	Cluster_658	DNA_abundance	912.8853474019606	0.7386443046820406	ranking based on single evidence	
1145	Cluster_658	DNA_prevalence	0.7843137254901961	0.6547868623340322	ranking based on single evidence	
1146	Cluster_658	priority_score	0.6941922903581464	0.6941922903581464	meta ranking based on multiple evidences	
1147	Cluster_1185	DNA_abundance	1234.5068328431373	0.8979734451432565	ranking based on single evidence	
1148	Cluster_1185	DNA_prevalence	0.7549019607843137	0.5656883298392732	ranking based on single evidence	
1149	Cluster_1185	priority_score	0.694112679726394	0.694112679726394	meta ranking based on multiple evidences	
1150	Cluster_519	DNA_abundance	759.0434783333335	0.6289308176100629	ranking based on single evidence	
1151	Cluster_519	DNA_prevalence	0.8235294117647058	0.7739343116701607	ranking based on single evidence	
1152	Cluster_519	priority_score	0.693938610712971	0.693938610712971	meta ranking based on multiple evidences	
1153	Cluster_501	DNA_abundance	1035.953926490196	0.7854647099930119	ranking based on single evidence	
1154	Cluster_501	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
1155	Cluster_501	priority_score	0.693332666474945	0.693332666474945	meta ranking based on multiple evidences	
1156	Cluster_499	DNA_abundance	808.9201676470585	0.673654786862334	ranking based on single evidence	
1157	Cluster_499	DNA_prevalence	0.803921568627451	0.7141858839972047	ranking based on single evidence	
1158	Cluster_499	priority_score	0.6933284916146076	0.6933284916146076	meta ranking based on multiple evidences	
1159	Cluster_29	DNA_abundance	663.9308803137255	0.5387840670859538	ranking based on single evidence	
1160	Cluster_29	DNA_prevalence	0.9215686274509803	0.9685534591194969	ranking based on single evidence	
1161	Cluster_29	priority_score	0.6924012211229783	0.6924012211229783	meta ranking based on multiple evidences	
1162	Cluster_153	DNA_abundance	848.3895770588234	0.7009084556254368	ranking based on single evidence	
1163	Cluster_153	DNA_prevalence	0.7941176470588235	0.6834381551362684	ranking based on single evidence	
1164	Cluster_153	priority_score	0.6920630687548482	0.6920630687548482	meta ranking based on multiple evidences	
1165	Cluster_104	DNA_abundance	1029.8651907254905	0.7819706498951782	ranking based on single evidence	
1166	Cluster_104	DNA_prevalence	0.7745098039215687	0.6205450733752621	ranking based on single evidence	
1167	Cluster_104	priority_score	0.6919680489356436	0.6919680489356436	meta ranking based on multiple evidences	
1168	Cluster_600	DNA_abundance	727.8361181372551	0.610062893081761	ranking based on single evidence	
1169	Cluster_600	DNA_prevalence	0.8333333333333334	0.7987421383647799	ranking based on single evidence	
1170	Cluster_600	priority_score	0.6917677448337826	0.6917677448337826	meta ranking based on multiple evidences	
1171	Cluster_980	DNA_abundance	1204.542191941176	0.883298392732355	ranking based on single evidence	
1172	Cluster_980	DNA_prevalence	0.7549019607843137	0.5656883298392732	ranking based on single evidence	
1173	Cluster_980	priority_score	0.6896841561773247	0.6896841561773247	meta ranking based on multiple evidences	
1174	Cluster_401	DNA_abundance	685.3136257843138	0.5604472396925227	ranking based on single evidence	
1175	Cluster_401	DNA_prevalence	0.8725490196078431	0.8913347309573725	ranking based on single evidence	
1176	Cluster_401	priority_score	0.6881833494371241	0.6881833494371241	meta ranking based on multiple evidences	
1177	Cluster_647	DNA_abundance	743.4127782352941	0.6184486373165619	ranking based on single evidence	
1178	Cluster_647	DNA_prevalence	0.8235294117647058	0.7739343116701607	ranking based on single evidence	
1179	Cluster_647	priority_score	0.6875100284347224	0.6875100284347224	meta ranking based on multiple evidences	
1180	Cluster_7	DNA_abundance	722.3937994117647	0.6030747728860937	ranking based on single evidence	
1181	Cluster_7	DNA_prevalence	0.8333333333333334	0.7987421383647799	ranking based on single evidence	
1182	Cluster_7	priority_score	0.6872527072869442	0.6872527072869442	meta ranking based on multiple evidences	
1183	Cluster_181	DNA_abundance	1099.6733072549023	0.8204053109713487	ranking based on single evidence	
1184	Cluster_181	DNA_prevalence	0.7647058823529411	0.5911949685534591	ranking based on single evidence	
1185	Cluster_181	priority_score	0.6871909832492684	0.6871909832492684	meta ranking based on multiple evidences	
