familyID	type	detail	cmp_type	prevalence	prevalence_case	prevalence_control	coef	stderr	pvalue	qvalue	log(FC)	Cohen's_d	mean(log)	mean_abundance	mean_abundance_case	mean_abundance_control	mean_prevalent_abundance	mean_prevalent_abundance_case	mean_prevalent_abundance_control
Cluster_198	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.4411764705882353	0.23529411764705882	0.8529411764705882	-1.15295425698865	0.399630505581819	0.00488572472087183	0.00686305142519324	0.738787664129507	0.17173036983238654	-4.071447394282273	870.0191029019607	1053.3847822941177	503.2877441176469	1972.0432999111108	4476.88532475	590.0614931034481
Cluster_886	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7843137254901961	0.6911764705882353	0.9705882352941176	-1.6362814868918	0.42804488306123	0.000241311312565115	0.000513504727631123	-1.0200194215735838	-1.6946109705160375	-4.061074351479255	1112.7494078529414	699.3395676617647	1939.5690882352942	1418.7554950125002	1011.8104383191491	1998.3439090909092
Cluster_1172	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.5392156862745098	0.38235294117647056	0.8529411764705882	-1.64940995426699	0.400704286503887	8.4520671570822e-05	0.000229645059574328	-1.397781533856214	-1.2570361724921073	-4.06010391118535	512.2924473529409	253.9922272058823	1028.8928876470584	950.0696296363633	664.2873634615383	1206.2882131034478
Cluster_118	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7843137254901961	0.6911764705882353	0.9705882352941176	-1.43066875882608	0.447164607407579	0.00189585105724369	0.002940419752558	-0.9766057747137165	-1.6013762892116967	-4.038566684970652	1119.621038372549	721.471616382353	1915.9198823529412	1427.516823925	1043.8312747659575	1973.9780606060606
Cluster_1026	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7254901960784313	0.6029411764705882	0.9705882352941176	-1.95745630004442	0.434497695242205	1.96529968196157e-05	8.1516362711951e-05	-0.8897863287765696	-1.3801202826328862	-4.025558706354991	1233.0381944509804	834.0682622647059	2030.9780588235294	1699.5931869459462	1383.3327276585367	2092.5228484848485
Cluster_195	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.6666666666666666	0.5147058823529411	0.9705882352941176	-1.83224544425917	0.369980441249886	3.36111415347582e-06	2.6340556701877e-05	-0.9985604412275775	-1.5683608912619498	-4.014233017118662	912.9625783333335	580.7389998529413	1577.4097352941176	1369.4438675000001	1128.2929140000003	1625.2100303030302
Cluster_437	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.6666666666666666	0.5147058823529411	0.9705882352941176	-1.67594476522139	0.387204747130637	3.85076551225372e-05	0.000131422307458779	-1.1453470470761973	-1.1299611263362817	-4.013150792090861	237.72233167647065	138.60281913235292	435.96135676470595	356.5834975147059	269.28547717142857	449.17230696969705
Cluster_858	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.696078431372549	0.5588235294117647	0.9705882352941176	-1.9732356759338	0.44125134823158	2.23243146442146e-05	8.86771387256302e-05	-0.7475512990568961	-0.651753773784399	-4.008307016573193	427.4149133529411	311.81085532352927	658.6230294117647	614.0326924225351	557.9773200526314	678.581303030303
Cluster_1101	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7450980392156863	0.6323529411764706	0.9705882352941176	-1.92227067061446	0.455431139177742	5.75391711029663e-05	0.000174694298677796	-0.8912906036959111	-1.4519872750566865	-4.000288987375065	1137.7573723725493	769.0117644411765	1875.2485882352942	1526.9901576578952	1216.1116274883723	1932.074303030303
Cluster_671	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.8235294117647058	0.7352941176470589	1.0	-2.17261760227254	0.425367663453222	1.78382394998443e-06	1.83515701329333e-05	-0.9873223940903647	-1.6657111627836843	-3.9943824328050703	1064.5942577450985	681.8258425000001	1830.1310882352939	1292.7215986904769	927.2831458000002	1830.1310882352939
Cluster_305	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7156862745098039	0.5882352941176471	0.9705882352941176	-1.65763330259292	0.424690754030406	0.000181865519337935	0.000409555421501176	-0.9165622021030175	-1.0667174955026826	-3.9917683713904557	383.4508626666665	255.5673366470588	639.2179147058824	535.7806574246574	434.46447229999995	658.5881545454547
Cluster_832	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.4019607843137255	0.23529411764705882	0.7352941176470589	-2.28091734299666	0.377850664973679	3.36570124256488e-08	2.00539699036157e-06	-1.8757920127909125	-1.1005511981931428	-3.9779464633318162	321.3399071470588	112.85151072058822	738.3167	799.430988512195	479.61892056249997	1004.1107119999999
Cluster_996	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7745098039215687	0.6764705882352942	0.9705882352941176	-1.79463040047191	0.430994927566206	7.09774464241031e-05	0.000201784788044667	-1.0631913373799549	-1.827585489175271	-3.975012898880754	1086.34425645098	665.6741052647058	1927.6845588235287	1402.6216982025312	984.0399816956519	1986.0992424242418
Cluster_562	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.803921568627451	0.7058823529411765	1.0	-1.51562487139633	0.418605585039918	0.00048293417994379	0.00089571449717201	-0.971295174877045	-1.5989934167406346	-3.9583703523457174	1110.5808011078432	717.8016928382353	1896.1390176470584	1381.4541672317075	1016.8857315208334	1896.1390176470584
Cluster_1204	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7156862745098039	0.5882352941176471	0.9705882352941176	-1.86671296592387	0.41409291953009	1.94382590444303e-05	8.10591754976865e-05	-1.021021998772801	-1.7265860486680409	-3.9498476320467395	1269.6596491176467	797.3999001470587	2214.179147058823	1774.0449891780818	1355.5798302499998	2281.275484848484
Cluster_1410	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.6862745098039216	0.5441176470588235	0.9705882352941176	-1.9566269385931	0.416744547402288	9.3847897712414e-06	4.77588945653922e-05	-0.7857152601423989	-0.9219219350192873	-3.9361532169496223	983.3644375882354	703.3094946176471	1543.474323529411	1432.9024662000002	1292.5688009189191	1590.246272727272
Cluster_483	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7254901960784313	0.6029411764705882	0.9705882352941176	-1.80294886757965	0.423311570395625	4.98893584370427e-05	0.000156108933402562	-0.9480280473963065	-1.0480988151859756	-3.9314915331332427	509.64657814705896	333.74423486764704	861.4512647058821	702.4858239324326	553.5270236829268	887.5558484848482
Cluster_1131	MaAsLin2_DA-sig	up(CD_vs_nonIBD)	CD_vs_nonIBD	0.6372549019607843	0.7941176470588235	0.3235294117647059	1.72867553074686	0.390412334341389	2.64204705280082e-05	9.9686735765308e-05	3.3295563560180734	1.08719988034247	3.9314717969603623	421.2701526862745	620.8904952058823	22.029467647058823	661.0700857538461	781.862105074074	68.09108181818182
Cluster_1171	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.6470588235294118	0.4852941176470588	0.9705882352941176	-2.16085561592855	0.376306389607328	1.22073800560893e-07	4.25769597078236e-06	-0.8269236560122494	-0.8747476745102079	-3.928817526906423	609.8144732352941	426.6793525	976.0847147058824	942.4405495454545	879.2180596969697	1005.6630393939395
Cluster_1159	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.6372549019607843	0.4852941176470588	0.9411764705882353	-1.23295498110742	0.410696587376722	0.0034608050031157	0.00504480240005653	-0.8818448640264251	-0.9555491563396485	-3.927859191937043	354.07203118627456	240.510679132353	581.1947352941177	555.6207258615385	495.59776306060616	617.51940625
Cluster_189	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.6666666666666666	0.5147058823529411	0.9705882352941176	-1.90960297145223	0.390225733405983	4.25901942909958e-06	3.03004864856338e-05	-0.898819430378054	-1.4164394227333614	-3.922270271058023	973.4983570588234	655.1161091176473	1610.2628529411763	1460.2475355882352	1272.7970120000004	1659.058696969697
Cluster_1090	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7450980392156863	0.6323529411764706	0.9705882352941176	-1.50311831894785	0.413044739433316	0.000453708744015954	0.000855941298077591	-0.9215652589906109	-1.4533045080985432	-3.9123226701734892	1080.901895029412	718.4067543088236	1805.8921764705883	1450.684122276316	1136.0850998372093	1860.616181818182
Cluster_120	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7843137254901961	0.6911764705882353	0.9705882352941176	-1.92309884627125	0.455409916707563	5.71108734034324e-05	0.000173762870142358	-0.9034033965812525	-1.4562495430782243	-3.9122016825314883	1277.9695346274505	858.0620960588234	2117.784411764706	1629.4111566499994	1241.4515432340424	2181.959696969697
Cluster_1356	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7450980392156863	0.6323529411764706	0.9705882352941176	-1.71784298862691	0.404976611997844	5.32117066396076e-05	0.000164702901503547	-0.921088508927054	-1.2619845983999716	-3.9112107200850743	1064.2695942058822	707.5496118970588	1777.7095588235295	1428.3618238026313	1118.9156653255814	1831.5795454545455
Cluster_835	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7745098039215687	0.6764705882352942	0.9705882352941176	-1.82217323480138	0.419883584087503	3.68910038164332e-05	0.000128044018100727	-1.0259681845444124	-1.7068087630836195	-3.906183711953713	1152.7988132549021	721.9785287058824	2014.4393823529408	1488.4237842025318	1067.272607652174	2075.4829999999997
Cluster_26	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.6568627450980392	0.5	0.9705882352941176	-1.72100231682231	0.41954797671546	8.90277774838772e-05	0.000237075832033416	-0.7395746710922778	-0.6660679248526099	-3.900844804845086	665.7230054509803	487.60702141176466	1021.9549735294119	1013.4887545671639	975.2140428235293	1052.9233060606061
Cluster_1098	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7352941176470589	0.6176470588235294	0.9705882352941176	-1.93264985104019	0.436159606661966	2.60961254744351e-05	9.92485623096867e-05	-0.9411563667822703	-1.5366266129315844	-3.899153080217775	763.1475555882353	501.70249514705876	1286.0376764705884	1037.8806756	812.2802302380951	1325.0085151515152
Cluster_1354	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7156862745098039	0.5882352941176471	0.9705882352941176	-1.4146208481922	0.41898241830783	0.00108193192316726	0.00178244544945758	-0.8659459527427381	-1.1327886716028428	-3.897036925215059	1034.6978467549018	709.0620936617647	1685.9693529411766	1445.7421968356161	1205.4055592250002	1737.0593333333336
Cluster_1000	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7549019607843137	0.6470588235294118	0.9705882352941176	-2.05433325306746	0.416935131577934	3.71920179740772e-06	2.79918872120686e-05	-0.8967526231635411	-1.3495471927669327	-3.8737306246153804	1106.3040151764706	745.483287470588	1827.9454705882354	1465.4936304935063	1152.1105351818178	1883.3377575757577
Cluster_862	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7549019607843137	0.6470588235294118	0.9705882352941176	-1.4394677901978	0.432410680881208	0.00125979228963402	0.00204252037888509	-0.8907057256135714	-1.2143865446852478	-3.858315930213393	690.987806980392	467.1874751764706	1138.5884705882352	915.3344975584413	722.0170070909091	1173.0911515151513
Cluster_870	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7745098039215687	0.6764705882352942	0.9705882352941176	-1.67312040163624	0.428123258243106	0.000178751577304583	0.000405737707215165	-0.9766847483593591	-1.676003886407166	-3.854680461017908	1270.3540812156864	818.5375482941178	2173.987147058823	1640.2040035949367	1210.0120279130438	2239.865545454545
Cluster_1508	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.5980392156862745	0.4117647058823529	0.9705882352941176	-1.72407565143332	0.32960860328808	1.07268036884698e-06	1.39245794450802e-05	-1.0817400661993801	-1.6065804495508706	-3.853851193511278	548.390661470588	331.87697749999995	981.4180294117648	916.9811060655735	805.9869453571428	1011.1579696969698
Cluster_39	MaAsLin2_DA-sig	up(CD_vs_nonIBD)	CD_vs_nonIBD	0.696078431372549	0.8823529411764706	0.3235294117647059	1.91600071632705	0.326456267881529	7.02864658425962e-08	3.22751949760014e-06	2.862405984612223	1.1350962586893407	3.8503100383052526	388.02242725490214	566.0537338235296	31.959814117647063	557.4406701408453	641.5275650000002	98.78488000000002
Cluster_429	MaAsLin2_DA-sig	up(CD_vs_nonIBD)	CD_vs_nonIBD	0.5294117647058824	0.6764705882352942	0.23529411764705882	2.01583615319833	0.466835147529466	4.00167363668795e-05	0.000135281165495597	3.772544656489301	0.8468986078118562	3.845764922376541	382.70937985294114	567.5694272794118	12.989284999999997	722.8954952777777	839.0156751086957	55.20446124999999
Cluster_244	MaAsLin2_DA-sig	up(CD_vs_nonIBD)	CD_vs_nonIBD	0.9117647058823529	0.9852941176470589	0.7647058823529411	1.68804714729846	0.297126685533293	1.5894645902868e-07	4.44555163096828e-06	1.956993744822331	1.4086777523630738	3.838316258736786	839.563909990196	1176.2865452941173	166.1186393823529	920.8120303118278	1193.843060895522	217.23206688461534
Cluster_801	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7647058823529411	0.6617647058823529	0.9705882352941176	-1.68230635021925	0.417724637166315	0.00011672961819843	0.000292335120882233	-0.9552677588538676	-1.5881513647016388	-3.8249699294757455	1189.9765860196078	776.1013937352941	2017.7269705882359	1556.1232278717948	1172.7754394222222	2078.8702121212127
Cluster_144	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7450980392156863	0.6323529411764706	0.9705882352941176	-1.59505347958211	0.390563777773125	9.50783475006866e-05	0.000248105906799237	-1.0244102388910366	-1.7879612388211268	-3.813675932647862	1222.8893700980398	766.4886875000001	2135.6907352941175	1641.2462598684217	1212.1216453488373	2200.4086363636366
Cluster_1138	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7450980392156863	0.6323529411764706	0.9705882352941176	-1.58459586878862	0.382391400087546	7.63906500722332e-05	0.000211702770549018	-1.024995863139268	-1.6822519203491357	-3.798293415117017	1049.4819340882354	657.5960628970589	1833.253676470588	1408.5152273289475	1039.9193552790698	1888.806818181818
Cluster_735	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.803921568627451	0.7058823529411765	1.0	-1.70359725261242	0.41076176418284	7.54165646358369e-05	0.000209755144061484	-0.925847764353648	-1.5838420649841891	-3.797745600944713	1084.9479619509805	719.4183238088236	1816.007238235294	1349.5694160853661	1019.1759587291668	1816.007238235294
Cluster_833	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7941176470588235	0.7058823529411765	0.9705882352941176	-1.7264062903262	0.460853192221015	0.000314767675228675	0.000635759570024019	-0.9019456925082356	-1.5416135181979607	-3.795057512159814	1088.2576407058823	731.2689904705883	1802.23494117647	1370.3985105185184	1035.9644031666667	1856.8481212121208
Cluster_518	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7843137254901961	0.6911764705882353	0.9705882352941176	-1.95064919870664	0.447188195555823	3.39116283081264e-05	0.000120673200053828	-0.880159138688026	-1.1158886098929008	-3.7950278417714856	709.4150934411763	482.4399342794118	1163.3654117647059	904.5042441374997	697.998202787234	1198.618909090909
Cluster_816	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7745098039215687	0.6617647058823529	1.0	-1.78006859936853	0.38488492481643	1.23517473492145e-05	5.82937251134546e-05	-0.953956362866311	-1.5421531997925506	-3.791884045770142	1176.234012745098	767.6758823529409	1993.3502735294117	1518.6818898734175	1160.0435555555553	1993.3502735294117
Cluster_1280	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7156862745098039	0.5735294117647058	1.0	-2.12027561230649	0.385705447354143	3.49765491533553e-07	6.85157058757508e-06	-0.5975509530741403	-0.6100489852651715	-3.7906470442699427	1221.3984319607841	959.6682155882351	1744.858864705882	1706.6115076712326	1673.2676579487177	1744.858864705882
Cluster_795	MaAsLin2_DA-sig	up(CD_vs_nonIBD)	CD_vs_nonIBD	0.7647058823529411	0.8970588235294118	0.5	2.13211804064689	0.327365375860115	3.97718925858524e-09	1.13747612795538e-06	2.1518135963701623	1.506036221799578	3.7872883250454477	578.7646055882351	820.5899502941174	95.11391617647057	756.8460226923075	914.7560101639342	190.22783235294114
Cluster_1072	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7549019607843137	0.6470588235294118	0.9705882352941176	-1.83933947949563	0.408968550281654	2.02353494302842e-05	8.29127498146315e-05	-0.9745660518426534	-1.6201010163899792	-3.7863230121179856	1149.2698528137255	741.382190985294	1965.045176470588	1522.4094154155844	1145.7724769772724	2024.5919999999999
Cluster_1318	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.6666666666666666	0.5147058823529411	0.9705882352941176	-1.82037842138384	0.362382478431299	2.51832320562126e-06	2.32335624776671e-05	-1.0138097919435243	-1.6178125958645277	-3.7819934115280076	981.8528281372548	618.9438745588234	1707.6707352941173	1472.7792422058824	1202.5195277142855	1759.4183333333328
Cluster_1035	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7549019607843137	0.6470588235294118	0.9705882352941176	-1.68226497008431	0.426063000846533	0.000154883395874705	0.000366694132617265	-0.9909345511542301	-1.7221765508581102	-3.778268252123022	1291.987383607843	825.6921636470588	2224.5778235294115	1711.4638068571426	1276.0697074545453	2291.9892727272727
Cluster_1285	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7549019607843137	0.6470588235294118	0.9705882352941176	-1.67228659463818	0.42555537004012	0.000165558558326722	0.00038495729822311	-0.6987078137837257	-0.6948202919772916	-3.7769283114182786	1086.2408902745099	812.3628354117649	1633.9969999999998	1438.916504	1255.4698365454549	1683.5120606060605
Cluster_164	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7352941176470589	0.6176470588235294	0.9705882352941176	-1.74729790373625	0.386721059862751	1.86836055644682e-05	7.90479971550462e-05	-1.0179781409574944	-1.7107509907512959	-3.775178529608057	1156.6453853921566	727.6760486764707	2014.5840588235292	1573.037724133333	1178.1421740476192	2075.6320606060603
Cluster_882	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7450980392156863	0.6323529411764706	0.9705882352941176	-1.61917827929299	0.387895453843724	6.83272069564242e-05	0.000197789283294912	-1.0087163346585255	-1.6811429816148855	-3.7698048119776466	1128.8668327450978	714.0021314705881	1958.5962352941172	1515.0581176315786	1129.1196497674416	2017.9476363636359
Cluster_1073	MaAsLin2_DA-sig	down(CD_vs_nonIBD)	CD_vs_nonIBD	0.7745098039215687	0.6764705882352942	0.9705882352941176	-1.57745827120355	0.408407901181096	0.000209926404649139	0.000458312608623311	-1.0150879159057826	-1.6769213756113226	-3.7687163052169743	1237.234059098039	779.7598680588234	2152.18244117647	1597.4414433924048	1152.6885006086954	2217.40009090909
